PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, BASE
Station name, Base_Station    
Begin Date, 2017-02-18
End Date, 2018-06-08
Release Date, 2018-07-14
Source file, BASE.pbo.nam08.pos
Offset from source file, 3.76 mm North, 3.58 mm East, -29.53 mm Vertical
Reference position, 42.6058248275 North Latitude, -114.8750388773 East Longitude, 1119.19669 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-05-26,2.18, 2.40, -16.76, 1.81, 1.51, 5.82, suppf,
2017-05-27,2.30, 3.23, -24.69, 1.75, 1.46, 5.62, suppf,
2017-05-28,2.47, 2.16, -22.94, 1.71, 1.43, 5.56, suppf,
2017-05-29,2.85, 1.76, -24.67, 1.86, 1.54, 6.05, suppf,
2017-05-30,2.31, 2.06, -22.34, 1.74, 1.44, 5.66, suppf,
2017-05-31,2.36, 2.56, -19.34, 1.89, 1.55, 6.14, suppf,
2017-06-01,2.23, 1.95, -21.38, 1.88, 1.55, 6.13, suppf,
2017-06-02,1.53, 3.03, -23.14, 1.87, 1.56, 6.14, suppf,
2017-06-03,2.29, 2.33, -20.33, 1.84, 1.52, 6.01, suppf,
2017-06-04,2.53, 2.50, -18.43, 1.8, 1.49, 5.84, suppf,
2017-06-05,3.02, 3.19, -26.48, 1.82, 1.51, 5.93, suppf,
2017-06-06,3.63, 2.70, -23.77, 1.78, 1.48, 5.77, suppf,
2017-06-07,2.95, 3.07, -22.71, 1.81, 1.51, 5.84, suppf,
2017-06-08,2.77, 2.82, -26.67, 1.78, 1.49, 5.72, suppf,
2017-06-09,3.76, 1.81, -21.41, 1.88, 1.55, 6.06, suppf,
2017-06-10,2.81, 2.27, -17.10, 1.83, 1.5, 5.86, suppf,
2017-06-11,3.31, 3.14, -15.55, 1.83, 1.5, 5.98, suppf,
2017-06-12,2.62, 2.55, -19.77, 1.96, 1.58, 6.33, suppf,
2017-06-13,3.42, 2.96, -21.46, 1.81, 1.47, 5.73, suppf,
2017-06-14,2.77, 2.69, -18.85, 1.78, 1.44, 5.74, suppf,
2017-06-15,3.07, 2.47, -19.19, 1.76, 1.43, 5.66, suppf,
2017-06-16,2.48, 1.75, -21.21, 1.74, 1.44, 5.58, suppf,
2017-06-17,2.25, 1.92, -17.74, 1.94, 1.57, 6.33, suppf,
2017-06-18,2.34, 3.59, -21.60, 1.9, 1.57, 6.16, suppf,
2017-06-19,2.73, 3.62, -20.17, 1.8, 1.48, 5.84, suppf,
2017-06-20,2.93, 1.45, -24.34, 2.14, 1.75, 6.95, suppf,
2017-06-21,2.65, 2.03, -17.47, 2.03, 1.67, 6.57, suppf,
2017-06-22,2.91, 3.45, -19.10, 1.87, 1.55, 6.05, suppf,
2017-06-23,3.10, 3.86, -23.56, 1.73, 1.41, 5.49, suppf,
2017-06-24,3.90, 3.98, -27.54, 1.72, 1.41, 5.54, suppf,
2017-06-25,3.54, 3.34, -24.53, 1.71, 1.41, 5.53, suppf,
2017-06-26,3.34, 2.75, -29.21, 1.88, 1.57, 6.18, suppf,
2017-06-27,4.24, 1.79, -19.35, 2.08, 1.71, 6.85, suppf,
2017-06-28,3.51, 3.85, -20.09, 1.94, 1.61, 6.35, suppf,
2017-06-29,2.81, 2.83, -21.28, 1.81, 1.49, 5.91, suppf,
2017-06-30,3.68, 2.98, -21.33, 1.81, 1.49, 5.83, suppf,
2017-07-01,3.05, 2.92, -21.25, 1.95, 1.62, 6.35, suppf,
2017-07-02,3.25, 3.77, -24.29, 1.83, 1.54, 6.02, suppf,
2017-07-03,2.74, 3.80, -16.97, 1.84, 1.55, 6.09, suppf,
2017-07-04,2.32, 3.30, -18.86, 1.9, 1.58, 6.26, suppf,
2017-07-05,3.17, 3.07, -22.98, 1.81, 1.51, 5.95, suppf,
2017-07-06,2.29, 2.72, -19.99, 1.96, 1.57, 6.26, suppf,
2017-07-07,3.60, 2.52, -22.17, 1.87, 1.53, 6.03, suppf,
2017-07-08,2.60, 3.16, -22.97, 1.94, 1.6, 6.37, suppf,
2017-07-09,3.43, 2.68, -21.58, 2.2, 1.81, 7.26, suppf,
2017-07-10,3.97, 3.59, -16.43, 2.07, 1.71, 6.75, suppf,
2017-07-11,2.87, 2.56, -11.75, 1.83, 1.55, 6.01, suppf,
2017-07-12,3.16, 2.85, -22.19, 1.88, 1.58, 6.15, suppf,
2017-07-13,3.41, 2.96, -18.74, 1.94, 1.64, 6.37, suppf,
2017-07-14,3.76, 2.78, -19.28, 1.9, 1.59, 6.23, suppf,
2017-07-15,3.19, 2.70, -18.53, 2.07, 1.71, 6.69, suppf,
2017-07-16,3.28, 3.57, -19.17, 2.02, 1.68, 6.65, suppf,
2017-07-17,2.33, 2.64, -18.67, 1.88, 1.55, 6.18, suppf,
2017-07-18,2.96, 2.96, -23.61, 1.82, 1.5, 5.97, suppf,
2017-07-19,4.25, 2.81, -17.48, 1.92, 1.58, 6.25, suppf,
2017-07-20,3.43, 2.96, -19.99, 1.96, 1.62, 6.41, suppf,
2017-07-21,3.54, 2.56, -18.63, 1.9, 1.57, 6.16, suppf,
2017-07-22,4.16, 2.39, -26.23, 1.95, 1.6, 6.39, suppf,
2017-07-23,3.59, 2.40, -23.90, 2.1, 1.73, 6.84, suppf,
2017-07-24,2.85, 2.93, -18.12, 2.11, 1.74, 6.81, suppf,
2017-07-25,3.29, 2.30, -19.95, 1.95, 1.61, 6.17, suppf,
2017-07-26,5.15, 2.13, -23.23, 2.1, 1.72, 6.8, suppf,
2017-07-27,4.15, 1.44, -27.58, 2.26, 1.84, 7.28, suppf,
2017-07-28,4.13, 1.71, -22.92, 1.98, 1.61, 6.34, suppf,
2017-07-29,4.06, 2.56, -17.39, 1.95, 1.6, 6.28, suppf,
2017-07-30,3.62, 2.70, -21.41, 1.76, 1.47, 5.71, suppf,
2017-07-31,3.73, 2.04, -25.82, 1.94, 1.62, 6.37, suppf,
2017-08-01,4.35, 2.61, -21.43, 1.91, 1.6, 6.34, suppf,
2017-08-02,3.78, 2.19, -21.81, 1.9, 1.59, 6.2, suppf,
2017-08-03,4.54, 1.67, -20.40, 1.96, 1.63, 6.39, suppf,
2017-08-04,3.86, 1.44, -21.22, 1.91, 1.61, 6.24, suppf,
2017-08-05,3.27, 2.40, -12.10, 1.88, 1.59, 6.1, suppf,
2017-08-06,3.75, 1.82, -20.31, 1.84, 1.55, 5.97, suppf,
2017-08-07,4.28, 2.21, -17.19, 1.94, 1.63, 6.27, suppf,
2017-08-08,3.88, 1.58, -18.10, 1.91, 1.61, 6.12, suppf,
2017-08-09,3.60, 1.46, -23.14, 1.83, 1.53, 6, suppf,
2017-08-10,3.06, 1.21, -18.22, 1.96, 1.67, 6.45, suppf,
2017-08-11,3.98, 1.19, -18.99, 2.01, 1.69, 6.61, suppf,
2017-08-12,4.77, 1.29, -20.95, 1.88, 1.6, 6.12, suppf,
2017-08-13,3.48, 1.35, -12.12, 1.95, 1.65, 6.25, suppf,
2017-08-14,6.37, 0.59, -16.02, 1.84, 1.57, 5.95, suppf,
2017-08-15,5.31, -1.00, -14.84, 1.79, 1.53, 5.89, suppf,
2017-08-16,5.36, -1.10, -12.35, 1.84, 1.57, 5.96, suppf,
2017-08-17,5.33, -1.72, -17.89, 1.85, 1.58, 5.98, suppf,
2017-08-18,4.59, -1.75, -19.47, 1.86, 1.58, 5.99, suppf,
2017-08-19,5.95, -0.10, -19.50, 1.77, 1.5, 5.68, suppf,
2017-08-20,5.75, -0.49, -19.46, 1.86, 1.58, 6.12, suppf,
2017-08-21,5.73, -0.07, -16.55, 1.95, 1.63, 6.44, suppf,
2017-08-22,5.78, -0.08, -18.19, 1.88, 1.57, 6.14, suppf,
2017-08-23,5.22, -0.77, -19.89, 2.01, 1.66, 6.58, suppf,
2017-08-24,7.06, -0.54, -18.58, 1.91, 1.62, 6.29, suppf,
2017-08-25,5.57, -0.28, -16.83, 1.93, 1.59, 6.26, suppf,
2017-08-26,6.09, 1.18, -18.77, 1.83, 1.53, 5.95, suppf,
2017-08-27,4.67, -0.45, -18.50, 1.83, 1.53, 5.91, suppf,
2017-08-28,5.95, -1.04, -18.21, 1.83, 1.53, 5.88, suppf,
2017-08-29,6.61, -0.49, -16.81, 1.88, 1.58, 6.02, suppf,
2017-08-30,6.19, 0.05, -17.45, 1.96, 1.63, 6.27, suppf,
2017-08-31,6.12, -0.10, -17.87, 2.02, 1.67, 6.37, suppf,
2017-09-01,5.93, -1.27, -16.18, 1.84, 1.54, 5.74, suppf,
2017-09-02,5.99, -1.22, -19.24, 1.71, 1.44, 5.34, suppf,
2017-09-03,5.87, -1.33, -17.47, 1.79, 1.52, 5.67, suppf,
2017-09-04,6.35, -0.56, -17.80, 1.85, 1.54, 5.92, suppf,
2017-09-05,5.84, -0.66, -20.33, 1.81, 1.51, 5.8, suppf,
2017-09-06,5.68, -0.47, -16.73, 1.77, 1.47, 5.68, suppf,
2017-09-07,5.83, -0.97, -15.86, 1.85, 1.55, 5.95, suppf,
2017-09-08,5.13, -1.56, -15.07, 1.91, 1.57, 6.12, suppf,
2017-09-09,4.35, -0.93, -12.71, 1.71, 1.43, 5.45, suppf,
2017-09-10,6.26, -3.49, -15.44, 1.68, 1.4, 5.79, suppf,
2017-09-11,5.39, -0.99, -13.13, 1.74, 1.45, 5.48, suppf,
2017-09-12,5.52, -1.77, -10.49, 1.93, 1.62, 6.17, suppf,
2017-09-13,4.82, -1.62, -8.32, 1.84, 1.54, 5.78, suppf,
2017-09-14,5.04, -1.32, -6.90, 1.96, 1.62, 6.19, suppf,
2017-09-15,5.32, -1.31, -8.87, 1.89, 1.57, 5.97, suppf,
2017-09-16,6.06, -1.95, -12.74, 1.78, 1.51, 5.69, suppf,
2017-09-17,5.74, -1.28, -11.66, 1.63, 1.4, 5.21, suppf,
2017-09-18,5.11, -2.39, -4.69, 1.76, 1.5, 5.52, suppf,
2017-09-19,4.55, -3.58, -4.21, 1.78, 1.52, 5.71, suppf,
2017-09-20,5.00, -1.05, -5.01, 1.8, 1.53, 5.77, suppf,
2017-09-21,5.52, -1.69, -1.11, 1.77, 1.51, 5.6, suppf,
2017-09-22,6.37, -1.27, -8.76, 1.72, 1.48, 5.49, suppf,
2017-09-23,5.77, -0.86, -8.63, 1.67, 1.45, 5.37, suppf,
2017-09-24,5.03, -1.75, -6.14, 1.67, 1.48, 5.31, suppf,
2017-09-25,5.11, -0.80, -7.32, 1.64, 1.45, 5.25, suppf,
2017-09-26,5.18, -0.94, -9.76, 1.6, 1.42, 5.14, suppf,
2017-09-27,5.03, -1.26, -13.96, 1.62, 1.44, 5.19, suppf,
2017-09-28,5.80, -0.49, -14.26, 1.73, 1.51, 5.41, suppf,
2017-09-29,4.96, -1.34, -13.32, 1.66, 1.47, 5.2, suppf,
2017-09-30,5.08, -1.30, -10.75, 1.85, 1.63, 5.83, suppf,
2017-10-01,4.57, -1.94, -9.61, 1.76, 1.54, 5.62, suppf,
2017-10-02,4.96, -1.14, -7.16, 1.65, 1.45, 5.27, suppf,
2017-10-03,6.10, -0.93, -15.36, 1.64, 1.44, 5.21, suppf,
2017-10-04,5.40, -1.31, -15.59, 1.77, 1.53, 5.58, suppf,
2017-10-05,5.33, -2.02, -12.82, 1.68, 1.46, 5.32, suppf,
2017-10-06,4.27, -2.06, -12.49, 1.73, 1.5, 5.46, suppf,
2017-10-07,4.25, -1.59, -3.75, 1.74, 1.52, 5.55, suppf,
2017-10-08,5.46, -1.34, -7.53, 1.8, 1.55, 5.76, suppf,
2017-10-09,5.60, -0.75, -14.63, 1.69, 1.47, 5.43, suppf,
2017-10-10,5.05, -0.64, -16.14, 1.66, 1.44, 5.3, suppf,
2017-10-11,4.84, -1.03, -11.75, 1.7, 1.48, 5.43, suppf,
2017-10-12,5.28, -1.01, -16.96, 1.78, 1.53, 5.65, suppf,
2017-10-13,5.18, -1.75, -14.55, 1.71, 1.48, 5.48, suppf,
2017-10-14,5.97, -0.42, -17.52, 1.67, 1.45, 5.38, suppf,
2017-10-15,5.02, -0.65, -21.49, 1.67, 1.44, 5.31, suppf,
2017-10-16,5.44, -0.27, -18.28, 1.68, 1.45, 5.35, suppf,
2017-10-17,5.20, -0.89, -16.58, 1.7, 1.45, 5.32, suppf,
2017-10-18,4.69, 0.08, -13.60, 1.78, 1.52, 5.53, suppf,
2017-10-19,4.99, -0.92, -8.98, 1.81, 1.54, 5.64, suppf,
2017-10-20,4.80, -0.64, -5.21, 1.86, 1.62, 5.89, suppf,
2017-10-21,5.01, -1.09, -13.16, 1.69, 1.49, 5.33, suppf,
2017-10-22,5.64, -1.55, -13.59, 1.76, 1.58, 5.51, suppf,
2017-10-23,5.84, -1.19, -24.08, 1.77, 1.57, 5.55, suppf,
2017-10-24,6.33, -0.46, -26.45, 1.74, 1.54, 5.45, suppf,
2017-10-25,5.59, -1.03, -17.82, 1.64, 1.46, 5.22, suppf,
2017-10-26,5.44, -1.45, -17.38, 1.79, 1.56, 5.85, suppf,
2017-10-27,5.73, -1.00, -20.47, 1.72, 1.46, 5.45, suppf,
2017-10-28,5.47, -0.91, -18.61, 1.66, 1.45, 5.33, suppf,
2017-10-29,5.77, -1.00, -17.19, 1.52, 1.3, 5.16, suppf,
2017-10-30,6.35, -1.55, -19.96, 1.62, 1.38, 5.5, suppf,
2017-10-31,5.65, -0.99, -16.37, 1.18, 1.03, 4.04, suppf,
2017-11-01,5.39, -3.27, -15.91, 1.27, 1.1, 4.33, suppf,
2017-11-02,5.20, -1.82, -16.03, 1.3, 1.12, 4.39, suppf,
2017-11-03,6.09, -0.27, -16.67, 1.26, 1.09, 4.28, suppf,
2017-11-04,8.65, -0.85, -14.87, 1.25, 1.08, 4.19, suppf,
2017-11-05,5.86, -1.73, -10.14, 1.48, 1.25, 4.92, suppf,
2017-11-06,5.98, -1.55, -18.68, 1.17, 1, 3.9, suppf,
2017-11-07,6.50, -1.39, -20.73, 1.49, 1.22, 4.98, suppf,
2017-11-08,5.86, -1.30, -21.58, 1.44, 1.22, 4.88, suppf,
2017-11-09,4.92, -2.41, -16.79, 1.79, 1.47, 5.96, suppf,
2017-11-10,5.57, -1.95, -16.72, 1.53, 1.28, 5.11, suppf,
2017-11-11,5.97, -2.33, -15.50, 1.6, 1.36, 5.37, suppf,
2017-11-12,5.62, -2.09, -19.02, 1.56, 1.31, 5.2, suppf,
2017-11-13,5.90, -1.87, -17.56, 1.65, 1.37, 5.51, suppf,
2017-11-14,4.89, -1.64, -18.63, 1.69, 1.46, 5.87, suppf,
2017-11-15,5.22, -0.87, -18.19, 1.77, 1.59, 5.73, suppf,
2017-11-16,5.05, -0.97, -8.10, 1.8, 1.61, 5.79, suppf,
2017-11-17,9.13, -0.62, -13.74, 1.93, 1.7, 6.12, suppf,
2017-11-18,5.52, -1.85, -19.91, 1.65, 1.52, 5.41, suppf,
2017-11-19,5.66, -0.84, -20.05, 1.73, 1.54, 5.45, suppf,
2017-11-20,5.69, -1.04, -17.75, 1.81, 1.59, 5.74, suppf,
2017-11-21,5.43, -1.05, -17.25, 1.81, 1.57, 5.61, suppf,
2017-11-22,5.14, -0.78, -19.45, 1.81, 1.58, 5.52, suppf,
2017-11-23,5.59, -0.95, -18.64, 1.9, 1.63, 5.88, suppf,
2017-11-24,5.64, -2.42, -12.85, 1.92, 1.66, 5.91, suppf,
2017-11-25,4.40, -0.79, -15.66, 1.88, 1.62, 5.82, suppf,
2017-11-26,5.28, -0.65, -16.66, 1.88, 1.64, 5.78, suppf,
2017-11-27,5.90, -1.46, -7.21, 1.91, 1.66, 5.82, suppf,
2017-11-28,5.37, -1.55, -17.39, 1.76, 1.52, 5.45, suppf,
2017-11-29,5.33, -1.21, -20.49, 1.82, 1.56, 5.67, suppf,
2017-11-30,4.90, -0.86, -18.86, 1.72, 1.49, 5.41, suppf,
2017-12-01,5.17, -1.13, -17.42, 1.72, 1.49, 5.36, suppf,
2017-12-02,5.11, -1.43, -15.59, 1.71, 1.47, 5.47, suppf,
2017-12-03,5.27, -2.30, -13.78, 1.71, 1.49, 5.49, suppf,
2017-12-04,5.52, -1.56, -19.19, 1.65, 1.45, 5.37, suppf,
2017-12-05,4.85, -1.10, -22.05, 1.71, 1.49, 5.45, suppf,
2017-12-06,4.98, -1.73, -26.16, 1.71, 1.48, 5.44, suppf,
2017-12-07,5.01, -1.18, -26.46, 1.72, 1.48, 5.43, suppf,
2017-12-08,5.08, -1.08, -26.20, 1.71, 1.47, 5.41, suppf,
2017-12-09,5.00, -1.09, -25.83, 1.71, 1.47, 5.43, suppf,
2017-12-10,4.79, -1.55, -26.28, 1.6, 1.34, 5.22, suppf,
2017-12-11,4.63, -1.48, -23.50, 1.64, 1.38, 5.37, suppf,
2017-12-12,4.87, -1.01, -21.05, 1.63, 1.36, 5.32, suppf,
2017-12-13,5.49, -1.25, -19.18, 1.83, 1.52, 6.03, suppf,
2017-12-14,4.65, -1.34, -19.25, 1.64, 1.38, 5.35, suppf,
2017-12-15,4.01, -0.74, -17.80, 1.61, 1.35, 5.26, suppf,
2017-12-16,4.69, -1.91, -14.87, 1.73, 1.43, 5.59, suppf,
2017-12-17,4.93, -2.22, -16.58, 1.75, 1.57, 5.58, suppf,
2017-12-18,4.69, -1.98, -18.12, 1.81, 1.6, 5.81, suppf,
2017-12-19,3.81, -1.46, -12.99, 1.82, 1.57, 5.8, suppf,
2017-12-20,4.61, -2.67, -14.38, 1.84, 1.6, 5.89, suppf,
2017-12-21,4.38, -2.77, -15.67, 1.69, 1.46, 5.43, suppf,
2017-12-22,4.40, -2.23, -14.59, 1.45, 1.29, 4.62, suppf,
2017-12-23,4.57, -2.48, -16.45, 1.66, 1.43, 5.3, suppf,
2017-12-24,4.63, -2.13, -22.46, 1.45, 1.2, 4.67, suppf,
2017-12-27,4.45, -2.16, -20.11, 1.49, 1.24, 4.72, suppf,
2017-12-28,5.44, -3.18, -23.18, 1.35, 1.19, 4.4, suppf,
2017-12-29,4.21, -2.18, -19.17, 1.54, 1.29, 4.91, suppf,
2017-12-30,5.43, -5.27, -26.05, 3.13, 2.24, 9.71, suppf,
2017-12-31,5.83, -2.42, -21.84, 1.95, 1.71, 6.46, suppf,
2018-01-01,4.73, -1.70, -26.35, 2.3, 1.89, 7.23, suppf,
2018-01-02,5.61, -1.65, -25.01, 1.71, 1.51, 5.57, suppf,
2018-01-03,5.09, -1.54, -23.95, 1.73, 1.52, 5.67, suppf,
2018-01-04,4.46, -1.19, -18.96, 1.78, 1.59, 5.79, suppf,
2018-01-05,4.55, -1.73, -21.90, 1.75, 1.56, 5.76, suppf,
2018-01-06,4.96, -1.78, -18.19, 1.78, 1.57, 5.78, suppf,
2018-01-07,4.78, -1.86, -19.98, 1.74, 1.42, 5.71, suppf,
2018-01-08,4.90, -1.94, -18.73, 1.83, 1.5, 6.02, suppf,
2018-01-09,4.54, -2.27, -13.78, 2.35, 2.08, 8.2, suppf,
2018-01-10,4.65, -3.98, -16.60, 2.94, 2.13, 9.25, suppf,
2018-01-11,4.81, -2.30, -18.86, 1.79, 1.46, 5.86, suppf,
2018-01-12,5.07, -1.43, -21.44, 2.15, 1.83, 7.26, suppf,
2018-01-13,4.55, -1.12, -27.94, 1.78, 1.46, 5.87, suppf,
2018-01-14,5.53, -1.36, -31.57, 1.87, 1.6, 6.26, suppl,
2018-01-15,5.35, -0.23, -28.15, 1.6, 1.38, 5.19, suppl,
2018-01-16,5.12, -0.65, -27.76, 1.81, 1.52, 5.88, suppl,
2018-01-17,5.03, -1.13, -26.77, 1.72, 1.47, 5.62, suppl,
2018-01-18,4.92, -0.12, -20.13, 1.82, 1.57, 5.88, suppl,
2018-01-19,4.38, -0.78, -10.39, 2.07, 1.83, 6.92, suppl,
2018-01-20,4.62, -3.98, -22.78, 3.06, 2.2, 9.73, suppl,
2018-01-21,5.34, -2.07, -19.26, 1.69, 1.42, 5.67, suppf,
2018-01-22,4.46, -0.84, -21.17, 1.58, 1.28, 5.21, suppf,
2018-01-23,4.26, -0.35, -19.04, 1.73, 1.43, 5.73, suppf,
2018-02-11,3.32, -0.42, -18.81, 3.01, 2.35, 9.89, suppl,
2018-02-12,4.20, -0.47, -13.95, 3.08, 2.46, 10.29, suppl,
2018-02-13,4.58, -0.42, -18.58, 3.03, 2.39, 10.04, suppl,
2018-02-14,4.96, -1.75, -16.64, 3.03, 2.39, 10.1, suppl,
2018-02-15,3.71, -2.38, -20.28, 2.97, 2.33, 9.86, suppl,
2018-02-16,3.12, -0.95, -18.47, 2.98, 2.31, 9.89, suppl,
2018-02-17,3.69, -1.56, -14.41, 2.97, 2.32, 9.84, suppl,
2018-02-18,5.21, -1.26, -13.83, 1.94, 1.61, 6.29, suppl,
2018-02-19,5.01, -1.82, -15.68, 1.83, 1.54, 5.85, suppl,
2018-02-20,4.93, -1.71, -17.83, 1.75, 1.46, 5.66, suppl,
2018-02-21,4.51, -1.27, -20.23, 1.73, 1.48, 5.59, suppl,
2018-02-22,3.81, -0.74, -20.03, 1.75, 1.51, 5.57, suppl,
