PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, MIDB
Station name, Middle_Block    
Begin Date, 2017-01-28
End Date, 2018-06-05
Release Date, 2018-07-14
Source file, MIDB.pbo.nam08.pos
Offset from source file, -13.56 mm North, -26.55 mm East, 50.61 mm Vertical
Reference position, 42.6142630913 North Latitude, -114.8942051583 East Longitude, 1015.85834 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-04-14,-15.50, -28.69, 54.35, 1.94, 1.64, 6.4, suppl,
2017-04-15,-14.20, -28.46, 47.50, 1.87, 1.59, 6.14, suppl,
2017-04-16,-13.63, -27.80, 48.96, 1.83, 1.56, 5.95, suppf,
2017-04-17,-13.96, -26.01, 54.66, 2.28, 2.02, 7.71, suppf,
2017-07-07,-36.57, -90.51, 56.32, 2.76, 2.31, 9.48, suppf,
2017-07-08,-36.81, -90.41, 61.70, 2.59, 2.19, 8.82, suppf,
2017-07-10,-37.77, -91.07, 60.67, 2.52, 2.13, 8.68, suppf,
2017-07-11,-38.56, -90.90, 76.56, 2.03, 1.71, 6.7, suppf,
2017-07-12,-38.70, -92.18, 68.37, 2.07, 1.74, 6.81, suppf,
2017-07-15,-40.94, -93.72, 62.48, 3.27, 2.77, 11.48, suppf,
2017-07-16,-40.55, -95.00, 67.11, 2.14, 1.78, 7.09, suppf,
2017-07-17,-40.81, -95.27, 72.39, 2.03, 1.68, 6.68, suppf,
2017-07-18,-41.72, -95.42, 69.09, 2.07, 1.71, 6.79, suppf,
2017-07-22,-38.08, -97.61, 55.49, 2.95, 2.65, 10.34, suppf,
2017-07-23,-41.61, -99.02, 61.06, 2.3, 1.87, 7.49, suppf,
2017-07-27,-42.45, -101.25, 54.33, 2.71, 2.33, 9.19, suppf,
2017-07-28,-42.21, -101.32, 63.36, 2.11, 1.74, 6.85, suppf,
2017-07-29,-42.26, -100.95, 70.67, 2.13, 1.75, 6.93, suppf,
2017-07-30,-45.05, -102.30, 65.66, 4.47, 3.53, 13.79, suppf,
2017-08-06,-47.72, -100.00, 74.54, 6.05, 6.18, 22.04, suppf,
2017-08-08,-47.21, -106.87, 63.72, 4.83, 4.28, 15.97, suppf,
2017-08-09,-43.27, -104.97, 57.97, 4.39, 3.82, 15.45, suppf,
2017-08-10,-46.30, -107.07, 67.24, 2.64, 2.36, 9.31, suppf,
2017-08-11,-45.91, -108.45, 69.11, 2.28, 1.88, 7.51, suppf,
2017-08-12,-44.88, -107.34, 66.68, 2.14, 1.8, 6.98, suppf,
2017-08-13,-46.33, -108.94, 73.26, 2.09, 1.77, 6.78, suppf,
2017-08-14,-45.46, -107.94, 72.62, 2.02, 1.71, 6.61, suppf,
2017-08-15,-46.21, -108.66, 74.26, 2.02, 1.7, 6.64, suppf,
2017-08-16,-45.57, -108.66, 75.45, 1.99, 1.69, 6.51, suppf,
2017-08-17,-46.58, -110.09, 70.24, 2.01, 1.71, 6.6, suppf,
2017-08-18,-47.86, -110.36, 70.19, 2.03, 1.72, 6.64, suppf,
2017-08-19,-45.95, -110.04, 70.11, 1.92, 1.62, 6.24, suppf,
2017-08-20,-46.29, -110.98, 68.05, 2.01, 1.7, 6.69, suppf,
2017-08-21,-46.23, -109.95, 69.54, 2.12, 1.77, 7.08, suppf,
2017-08-22,-46.53, -109.61, 68.94, 2.04, 1.69, 6.76, suppf,
2017-08-23,-47.46, -110.98, 65.68, 2.11, 1.75, 7.05, suppf,
2017-08-24,-46.24, -110.94, 72.10, 2.12, 1.77, 7.01, suppf,
2017-08-25,-46.94, -110.76, 72.56, 2.08, 1.71, 6.85, suppf,
2017-08-26,-46.64, -111.43, 72.40, 2, 1.69, 6.67, suppf,
2017-08-27,-43.99, -113.95, 62.32, 4.42, 3.81, 15.37, suppf,
2017-08-28,-42.98, -113.97, 58.01, 4.81, 4.04, 19.11, suppf,
2017-09-02,-42.86, -107.95, 35.75, 8.57, 10.81, 40.85, suppf,
2017-09-03,-44.64, -118.44, 48.36, 5.24, 5.29, 22.02, suppf,
2017-09-06,-44.88, -113.82, 27.99, 5.27, 5.07, 22.43, suppf,
2017-09-10,-47.81, -113.75, 72.47, 3.61, 2.96, 12.52, suppf,
2017-09-11,-49.35, -115.08, 75.37, 1.93, 1.62, 6.22, suppf,
2017-09-12,-48.62, -114.93, 75.01, 2.02, 1.71, 6.58, suppf,
2017-09-13,-49.18, -116.06, 80.71, 2.03, 1.69, 6.47, suppf,
2017-09-14,-49.95, -115.74, 80.50, 2.13, 1.75, 6.83, suppf,
2017-09-15,-49.40, -116.14, 77.07, 2.06, 1.7, 6.61, suppf,
2017-09-16,-49.02, -116.78, 76.46, 1.94, 1.63, 6.25, suppf,
2017-09-17,-50.11, -116.19, 77.98, 1.89, 1.59, 6.08, suppf,
2017-09-18,-50.39, -117.27, 82.97, 1.93, 1.65, 6.17, suppf,
2017-09-19,-51.29, -119.04, 83.19, 1.94, 1.65, 6.28, suppf,
2017-09-20,-50.57, -116.99, 85.92, 2, 1.69, 6.5, suppf,
2017-09-21,-50.81, -118.27, 86.94, 1.95, 1.67, 6.32, suppf,
2017-09-22,-50.23, -118.08, 78.89, 1.89, 1.62, 6.14, suppf,
2017-09-23,-50.84, -118.14, 79.38, 1.88, 1.62, 6.11, suppf,
2017-09-24,-51.48, -119.15, 81.31, 1.85, 1.62, 5.95, suppf,
2017-09-25,-52.21, -119.27, 82.12, 1.89, 1.65, 6.11, suppf,
2017-09-26,-51.64, -119.49, 81.14, 1.83, 1.61, 5.92, suppf,
2017-09-27,-51.95, -119.70, 79.18, 1.89, 1.65, 6.08, suppf,
2017-09-28,-52.14, -118.93, 73.25, 1.89, 1.64, 6.04, suppf,
2017-09-29,-52.54, -120.59, 77.08, 1.91, 1.68, 6.13, suppf,
2017-09-30,-52.90, -121.44, 77.96, 2.06, 1.78, 6.55, suppf,
2017-10-01,-53.20, -123.09, 77.52, 1.96, 1.7, 6.31, suppf,
2017-10-02,-53.46, -123.19, 82.21, 1.88, 1.64, 6.05, suppf,
2017-10-03,-52.07, -122.36, 75.74, 1.89, 1.64, 6.05, suppf,
2017-10-04,-53.42, -123.46, 74.62, 1.96, 1.68, 6.29, suppf,
2017-10-05,-53.33, -124.65, 77.11, 1.87, 1.62, 5.97, suppf,
2017-10-06,-54.13, -125.80, 75.74, 1.91, 1.64, 6.08, suppf,
2017-10-07,-54.82, -125.64, 87.03, 1.95, 1.68, 6.26, suppf,
2017-10-08,-53.90, -126.09, 80.95, 1.96, 1.68, 6.36, suppf,
2017-10-09,-53.73, -126.37, 75.00, 1.84, 1.6, 5.95, suppf,
2017-10-10,-54.57, -126.44, 74.19, 1.85, 1.6, 5.97, suppf,
2017-10-11,-55.06, -127.44, 76.38, 1.87, 1.62, 6.03, suppf,
2017-10-12,-54.61, -129.33, 71.04, 1.91, 1.63, 6.1, suppf,
2017-10-13,-55.28, -129.68, 73.41, 1.89, 1.63, 6.13, suppf,
2017-10-14,-54.65, -133.01, 67.62, 2.34, 1.96, 7.74, suppf,
2017-10-23,-57.44, -139.66, 59.76, 1.95, 1.71, 6.19, suppf,
2017-10-24,-57.59, -139.84, 63.87, 1.86, 1.63, 5.85, suppf,
2017-10-25,-58.99, -139.91, 73.44, 1.89, 1.65, 6.04, suppf,
2017-10-26,-58.94, -141.69, 72.36, 1.92, 1.67, 6.3, suppf,
2017-10-27,-59.03, -142.24, 68.40, 1.87, 1.57, 5.93, suppf,
2017-10-28,-59.70, -142.60, 70.18, 1.81, 1.57, 5.86, suppf,
2017-10-29,-59.46, -144.56, 73.59, 1.63, 1.39, 5.5, suppf,
2017-10-30,-59.37, -146.53, 69.53, 1.72, 1.46, 5.87, suppf,
2017-10-31,-60.03, -146.14, 72.80, 1.64, 1.4, 5.59, suppf,
2017-11-01,-60.46, -149.26, 68.96, 1.67, 1.43, 5.73, suppf,
2017-11-02,-61.14, -148.45, 72.01, 1.74, 1.45, 5.83, suppf,
2017-11-03,-60.77, -148.52, 70.57, 1.7, 1.44, 5.78, suppf,
2017-11-04,-58.72, -150.71, 75.77, 1.79, 1.5, 6.01, suppf,
2017-11-05,-62.29, -151.33, 77.48, 1.69, 1.42, 5.67, suppf,
2017-11-06,-61.97, -152.68, 72.42, 1.7, 1.43, 5.74, suppf,
2017-11-07,-62.11, -153.08, 66.95, 1.63, 1.34, 5.47, suppf,
2017-11-08,-62.71, -153.37, 68.44, 1.65, 1.38, 5.55, suppf,
2017-11-09,-63.85, -155.44, 69.10, 1.82, 1.5, 6.14, suppf,
2017-11-10,-64.45, -155.68, 73.83, 1.75, 1.45, 5.86, suppf,
2017-11-11,-63.89, -157.50, 74.35, 1.73, 1.46, 5.82, suppf,
2017-11-12,-64.76, -157.30, 70.95, 1.65, 1.38, 5.53, suppf,
2017-11-13,-63.48, -158.34, 69.62, 1.72, 1.42, 5.8, suppf,
2017-11-14,-65.60, -158.55, 69.61, 1.83, 1.54, 6.21, suppf,
2017-11-15,-65.53, -158.93, 72.60, 1.94, 1.71, 6.31, suppf,
2017-11-16,-66.29, -159.70, 80.04, 1.96, 1.74, 6.43, suppf,
2017-11-17,-65.59, -161.24, 77.33, 2.04, 1.79, 6.59, suppf,
2017-11-18,-65.53, -162.22, 70.02, 1.88, 1.68, 6.11, suppf,
2017-11-19,-66.12, -161.83, 68.94, 1.87, 1.65, 5.91, suppf,
2017-11-20,-66.20, -163.09, 70.71, 1.97, 1.72, 6.33, suppf,
2017-11-21,-67.20, -163.73, 75.13, 1.99, 1.71, 6.25, suppf,
2017-11-22,-67.34, -164.58, 70.21, 1.97, 1.71, 6.07, suppf,
2017-11-23,-66.58, -165.34, 68.68, 2.04, 1.74, 6.43, suppf,
2017-11-24,-67.31, -167.72, 75.82, 2.05, 1.77, 6.42, suppf,
2017-11-25,-68.39, -166.55, 73.88, 2.01, 1.73, 6.33, suppf,
2017-11-26,-68.29, -167.33, 72.78, 2, 1.74, 6.27, suppf,
2017-11-27,-67.70, -168.57, 82.67, 2.07, 1.79, 6.43, suppf,
2017-11-28,-68.61, -169.58, 72.78, 1.94, 1.66, 6.05, suppf,
2017-11-29,-68.70, -170.31, 67.26, 1.99, 1.7, 6.27, suppf,
2017-11-30,-68.90, -169.96, 70.31, 1.94, 1.65, 6.13, suppf,
2017-12-01,-69.61, -170.84, 73.43, 1.93, 1.65, 6.09, suppf,
2017-12-02,-69.35, -172.00, 74.45, 1.86, 1.59, 6, suppf,
2017-12-03,-68.57, -172.08, 78.41, 1.92, 1.64, 6.2, suppf,
2017-12-04,-69.41, -173.26, 74.31, 1.6, 1.44, 5.19, suppf,
2017-12-05,-70.00, -173.37, 69.25, 1.57, 1.42, 5.07, suppf,
2017-12-06,-70.11, -173.93, 65.16, 1.6, 1.44, 5.14, suppf,
2017-12-07,-70.27, -174.11, 63.36, 1.6, 1.43, 5.14, suppf,
2017-12-08,-70.44, -174.50, 66.59, 1.59, 1.42, 5.07, suppf,
2017-12-09,-70.63, -175.12, 67.12, 1.63, 1.44, 5.17, suppf,
2017-12-10,-71.00, -175.85, 63.89, 1.75, 1.46, 5.7, suppf,
2017-12-11,-71.37, -176.43, 68.09, 1.75, 1.48, 5.73, suppf,
2017-12-12,-71.40, -176.48, 70.50, 1.78, 1.48, 5.77, suppf,
2017-12-13,-70.44, -177.66, 68.13, 1.97, 1.68, 6.59, suppf,
2017-12-14,-72.86, -179.25, 73.99, 3.33, 2.33, 9.98, suppf,
2017-12-15,-74.24, -177.84, 73.80, 3.21, 2.35, 10.37, suppf,
2017-12-16,-72.22, -180.45, 73.67, 2.72, 2.1, 8.65, suppf,
2017-12-17,-72.09, -180.07, 71.65, 1.9, 1.68, 6.07, suppf,
2017-12-18,-72.03, -180.57, 67.49, 1.87, 1.66, 6.06, suppf,
2017-12-19,-73.43, -180.37, 75.81, 1.95, 1.67, 6.22, suppf,
2017-12-21,-73.39, -183.16, 74.01, 1.83, 1.57, 5.87, suppf,
2017-12-22,-72.96, -182.60, 73.60, 1.85, 1.57, 5.98, suppf,
2017-12-23,-71.78, -181.15, 72.28, 2.01, 1.7, 6.53, suppf,
2017-12-24,-73.65, -183.48, 69.91, 1.85, 1.52, 6.03, suppf,
2017-12-25,-72.21, -182.72, 69.99, 1.78, 1.43, 5.64, suppf,
2017-12-26,-73.01, -185.05, 65.88, 1.75, 1.44, 5.71, suppf,
2017-12-27,-73.64, -187.05, 61.65, 2.38, 1.86, 7.6, suppf,
2017-12-28,-73.26, -186.93, 66.53, 2.72, 2.03, 8.86, suppf,
2017-12-29,-73.93, -185.89, 68.97, 1.78, 1.49, 5.8, suppf,
2017-12-30,-73.57, -186.51, 67.91, 1.99, 1.62, 6.52, suppf,
2017-12-31,-73.82, -186.29, 68.74, 1.96, 1.71, 6.45, suppf,
2018-01-01,-73.48, -186.34, 66.63, 1.91, 1.69, 6.3, suppf,
2018-01-02,-73.50, -186.30, 63.09, 1.87, 1.63, 6.1, suppf,
2018-01-03,-73.96, -187.11, 66.57, 1.85, 1.61, 6.06, suppf,
2018-01-04,-74.93, -186.84, 71.20, 1.93, 1.71, 6.3, suppf,
2018-01-05,-74.74, -187.35, 67.52, 1.93, 1.69, 6.36, suppf,
2018-01-06,-75.21, -187.81, 73.28, 1.93, 1.69, 6.32, suppf,
2018-01-07,-75.23, -188.93, 69.12, 1.91, 1.55, 6.27, suppf,
2018-01-08,-75.20, -188.09, 72.11, 1.99, 1.63, 6.56, suppf,
2018-01-09,-75.74, -189.21, 76.36, 1.95, 1.59, 6.42, suppf,
2018-01-10,-75.58, -190.56, 76.80, 2.01, 1.63, 6.68, suppf,
2018-01-11,-75.53, -190.33, 70.41, 1.94, 1.58, 6.41, suppf,
2018-01-12,-74.80, -190.15, 65.89, 1.97, 1.6, 6.52, suppf,
2018-01-13,-75.10, -189.44, 61.68, 1.95, 1.59, 6.45, suppf,
2018-01-14,-75.15, -189.20, 62.63, 1.87, 1.56, 6.11, suppl,
2018-01-15,-75.51, -188.33, 62.26, 1.85, 1.57, 6, suppl,
2018-01-16,-75.09, -189.04, 60.40, 1.85, 1.56, 5.99, suppl,
2018-01-17,-75.80, -189.98, 63.60, 1.85, 1.56, 6.06, suppl,
2018-01-18,-76.12, -188.71, 71.20, 1.97, 1.69, 6.41, suppl,
2018-01-19,-77.01, -190.95, 76.33, 1.95, 1.63, 6.37, suppl,
2018-01-20,-76.01, -192.29, 71.72, 1.92, 1.61, 6.29, suppl,
2018-01-21,-75.62, -191.23, 71.04, 1.68, 1.37, 5.53, suppf,
2018-01-22,-76.26, -190.81, 68.53, 1.7, 1.39, 5.64, suppf,
2018-01-23,-76.94, -190.47, 73.35, 1.84, 1.49, 6, suppf,
2018-02-11,-76.40, -194.04, 67.87, 3.02, 2.36, 9.95, suppl,
2018-02-12,-77.30, -195.01, 73.14, 3.03, 2.4, 10.08, suppl,
2018-02-13,-77.74, -194.49, 67.57, 3.04, 2.39, 10.04, suppl,
2018-02-14,-76.92, -195.04, 69.81, 3.03, 2.4, 10.11, suppl,
2018-02-15,-77.84, -196.45, 69.90, 2.97, 2.33, 9.87, suppl,
2018-02-16,-77.37, -194.81, 69.87, 2.97, 2.32, 9.94, suppl,
2018-02-17,-77.16, -194.97, 73.92, 3.04, 2.38, 10.14, suppl,
2018-02-18,-75.85, -194.83, 76.09, 2.05, 1.7, 6.74, suppl,
2018-02-19,-76.82, -195.87, 73.31, 1.92, 1.61, 6.19, suppl,
2018-02-20,-76.13, -194.72, 70.33, 1.88, 1.57, 6.13, suppl,
2018-02-21,-77.01, -194.31, 72.08, 1.86, 1.59, 6.04, suppl,
2018-02-22,-76.98, -193.85, 69.31, 1.9, 1.62, 6.07, suppl,
2018-02-23,-77.08, -195.05, 67.69, 1.91, 1.64, 6.14, suppl,
2018-02-24,-77.37, -195.47, 70.80, 1.87, 1.59, 6.04, suppl,
2018-02-25,-77.47, -195.42, 69.81, 1.89, 1.58, 6.1, suppl,
2018-02-26,-77.09, -192.45, 73.27, 2.42, 2.14, 8.26, suppl,
2018-03-26,-77.13, -200.36, 59.38, 2.83, 2.28, 9.48, suppl,
2018-03-27,-77.73, -197.36, 65.07, 1.83, 1.58, 6.02, suppl,
2018-03-28,-77.47, -198.13, 64.89, 1.93, 1.64, 6.39, suppl,
2018-03-29,-77.39, -197.91, 66.18, 1.86, 1.6, 6.14, suppl,
2018-03-30,-77.87, -197.49, 65.08, 1.88, 1.64, 6.2, suppl,
2018-03-31,-76.96, -197.61, 62.08, 1.81, 1.58, 5.99, suppl,
2018-04-01,-77.63, -197.91, 69.08, 1.84, 1.59, 6.1, suppl,
2018-04-02,-76.57, -197.23, 69.66, 1.88, 1.62, 6.27, suppl,
2018-04-03,-77.51, -196.66, 68.11, 1.79, 1.53, 5.85, suppl,
2018-04-04,-77.10, -196.43, 65.51, 1.79, 1.55, 5.87, suppl,
2018-04-05,-77.33, -196.87, 65.54, 1.83, 1.6, 6.03, suppl,
2018-04-06,-76.87, -197.15, 64.34, 1.83, 1.57, 6.04, suppl,
2018-04-07,-76.85, -197.83, 66.55, 2.14, 1.79, 6.98, suppl,
2018-04-08,-77.39, -198.70, 70.43, 1.91, 1.62, 6.28, suppl,
2018-04-09,-76.41, -198.32, 63.89, 1.82, 1.56, 6.01, suppl,
2018-04-10,-77.62, -196.88, 65.52, 1.87, 1.61, 6.14, suppl,
2018-04-11,-77.40, -198.64, 70.13, 1.88, 1.63, 6.25, suppl,
2018-04-12,-77.64, -197.29, 74.70, 1.84, 1.54, 6.06, suppl,
2018-04-13,-78.48, -197.75, 66.14, 1.94, 1.63, 6.37, suppl,
2018-04-14,-77.53, -197.47, 63.21, 1.81, 1.54, 5.96, suppl,
2018-04-20,-79.22, -198.71, 65.38, 2.79, 2.13, 9.32, final,
2018-04-21,-79.23, -198.00, 61.85, 2.8, 2.13, 9.34, final,
2018-04-29,-79.49, -199.09, 74.11, 1.87, 1.49, 6.34, final,
2018-04-30,-75.45, -197.14, 71.00, 4.89, 5.33, 17.77, final,
2018-05-27,-83.88, -210.27, 82.56, 2.01, 1.6, 6.71, final,
2018-05-28,-83.77, -209.67, 75.95, 1.93, 1.55, 6.54, final,
2018-05-29,-85.64, -210.24, 81.89, 2.06, 1.65, 7, final,
2018-05-30,-84.81, -210.15, 78.67, 2.11, 1.69, 7.17, final,
2018-05-31,-84.31, -212.32, 83.11, 2.04, 1.6, 6.78, final,
2018-06-01,-84.96, -212.70, 71.26, 1.83, 1.47, 6.21, final,
2018-06-02,-85.36, -212.70, 70.24, 1.86, 1.5, 6.37, final,
2018-06-03,-85.44, -213.03, 71.29, 2.05, 1.61, 6.86, final,
2018-06-04,-87.05, -214.57, 80.38, 2.17, 1.69, 7.19, final,
2018-06-05,-86.67, -217.36, 74.82, 2.1, 1.66, 7.24, final,
