PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, NTOE
Station name, North_Toe_Slope 
Begin Date, 2017-02-05
End Date, 2018-06-02
Release Date, 2018-06-21
Source file, NTOE.pbo.nam08.pos
Offset from source file, 6.99 mm North, 17.00 mm East, -84.03 mm Vertical
Reference position, 42.6145002130 North Latitude, -114.8961011046 East Longitude, 980.71491 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-04-01,7.33, 18.37, -72.96, 2.48, 2.05, 8.6, suppl,
2017-04-02,7.73, 18.84, -78.39, 2.25, 1.81, 7.8, suppl,
2017-04-03,7.92, 17.30, -74.75, 2.2, 1.75, 7.56, suppl,
2017-04-04,7.86, 17.44, -70.15, 2.04, 1.65, 6.91, suppl,
2017-04-05,8.02, 18.42, -83.11, 2.18, 1.76, 7.61, suppl,
2017-04-06,7.20, 18.69, -73.21, 2.18, 1.76, 7.59, suppl,
2017-04-07,7.50, 19.00, -71.48, 2.19, 1.78, 7.66, suppl,
2017-04-08,8.12, 16.81, -72.23, 2.72, 2.35, 9.85, suppl,
2017-04-09,5.36, 17.15, -72.27, 3.64, 2.83, 12.87, suppl,
2017-04-10,6.20, 17.83, -79.55, 2.25, 1.83, 7.8, suppl,
2017-04-11,6.53, 17.98, -79.04, 2.24, 1.83, 7.77, suppl,
2017-04-12,6.94, 18.27, -81.12, 2.23, 1.82, 7.7, suppl,
2017-04-13,5.83, 18.33, -80.68, 2.25, 1.83, 7.72, suppl,
2017-04-14,7.05, 17.15, -76.30, 2.29, 1.86, 7.89, suppl,
2017-04-15,7.31, 17.02, -80.40, 2.47, 2.08, 8.72, suppl,
2017-04-16,7.14, 17.47, -81.50, 2.24, 1.83, 7.69, suppf,
2017-04-17,6.04, 18.03, -78.76, 2.37, 1.99, 8.28, suppf,
2017-04-18,7.33, 18.79, -85.00, 2.98, 2.62, 11.25, suppf,
2017-04-19,5.51, 16.62, -88.52, 3.61, 2.82, 12.49, suppf,
2017-04-20,7.61, 16.15, -80.10, 2.73, 2.3, 9.64, suppf,
2017-04-21,7.05, 16.01, -86.24, 2.62, 2.28, 9.66, suppf,
2017-04-22,4.94, 15.88, -81.11, 2.32, 1.95, 8.04, suppf,
2017-04-23,3.41, 116.91, 9.98, 13.59, 17.22, 57.05, suppf,
2017-05-08,2.99, 9.99, -72.22, 2.02, 1.67, 6.94, suppf,
2017-05-09,2.34, 9.81, -73.58, 2.06, 1.65, 6.99, suppl,
2017-05-10,1.54, 8.37, -62.68, 2.03, 1.68, 6.96, suppl,
2017-05-11,1.87, 9.32, -69.58, 2.07, 1.73, 7.15, suppf,
2017-05-12,1.53, 9.45, -64.19, 2.05, 1.71, 7.09, suppf,
2017-05-13,0.88, 7.71, -61.97, 2.04, 1.71, 7.03, suppf,
2017-05-14,2.12, 7.84, -68.00, 2.03, 1.69, 6.96, suppf,
2017-05-15,2.04, 6.78, -62.63, 2.06, 1.72, 7.07, suppf,
2017-05-16,0.58, 5.66, -59.48, 2.06, 1.7, 7.08, suppf,
2017-05-17,0.29, 5.32, -57.63, 2.12, 1.75, 7.26, suppf,
2017-05-18,0.62, 4.76, -66.63, 2.17, 1.8, 7.47, suppf,
2017-05-19,0.14, 4.64, -65.61, 2.15, 1.74, 7.32, suppf,
2017-05-20,-0.95, 4.07, -62.20, 2.11, 1.73, 7.29, suppf,
2017-05-21,-1.13, 2.83, -53.55, 2.06, 1.72, 7.03, suppf,
2017-05-22,-2.26, 1.78, -59.17, 2.06, 1.72, 7.06, suppf,
2017-05-23,-1.85, 0.64, -53.54, 2.13, 1.77, 7.25, suppf,
2017-05-24,-3.54, -0.77, -45.61, 2.1, 1.73, 7.02, suppf,
2017-05-25,-2.34, -0.20, -53.47, 2.12, 1.75, 7.3, suppf,
2017-05-26,-3.59, -1.27, -48.91, 2.15, 1.76, 7.39, suppf,
2017-05-27,-2.97, -1.82, -54.91, 2.12, 1.73, 7.24, suppf,
2017-05-28,-3.45, -2.52, -58.33, 2.07, 1.69, 7.15, suppf,
2017-05-29,-2.88, -3.78, -57.53, 2.12, 1.73, 7.3, suppf,
2017-05-30,-4.79, -3.62, -54.95, 2.09, 1.7, 7.23, suppf,
2017-05-31,-4.20, -4.29, -54.09, 2.14, 1.75, 7.41, suppf,
2017-06-01,-5.44, -5.91, -54.37, 2.21, 1.79, 7.65, suppf,
2017-06-02,-7.50, -5.71, -48.75, 2.17, 1.79, 7.58, suppf,
2017-06-03,-6.60, -6.01, -52.10, 2.13, 1.73, 7.38, suppf,
2017-06-04,-6.69, -7.46, -46.33, 2.17, 1.77, 7.53, suppf,
2017-06-05,-6.77, -10.53, -47.87, 2.2, 1.77, 7.55, suppf,
2017-06-06,-6.44, -10.05, -47.41, 2.2, 1.8, 7.57, suppf,
2017-06-07,-9.46, -11.81, -54.50, 2.24, 1.82, 7.69, suppf,
2017-06-08,-9.89, -13.22, -52.34, 2.24, 1.81, 7.6, suppf,
2017-06-09,-8.48, -13.84, -50.87, 2.2, 1.78, 7.52, suppf,
2017-06-10,-9.51, -14.51, -38.96, 2.27, 1.81, 7.71, suppf,
2017-06-11,-9.88, -15.30, -44.70, 2.22, 1.8, 7.73, suppf,
2017-06-12,-10.53, -15.82, -38.48, 2.27, 1.81, 7.8, suppf,
2017-06-13,-10.97, -15.72, -42.56, 2.19, 1.76, 7.52, suppf,
2017-06-14,-11.19, -18.19, -43.05, 2.2, 1.76, 7.6, suppf,
2017-06-15,-10.93, -18.62, -43.26, 2.21, 1.78, 7.7, suppf,
2017-06-16,-12.28, -19.31, -42.65, 2.23, 1.82, 7.72, suppf,
2017-06-17,-13.33, -20.28, -39.78, 2.23, 1.78, 7.73, suppf,
2017-06-18,-13.30, -19.84, -42.98, 2.32, 1.87, 7.98, suppf,
2017-06-19,-14.19, -20.34, -41.55, 2.26, 1.83, 7.81, suppf,
2017-06-20,-14.47, -23.25, -42.41, 2.43, 1.95, 8.35, suppf,
2017-06-21,-15.81, -23.00, -38.06, 2.32, 1.89, 8.01, suppf,
2017-06-22,-15.48, -24.06, -34.40, 2.23, 1.81, 7.7, suppf,
2017-06-23,-15.03, -23.69, -39.28, 2.19, 1.76, 7.53, suppf,
2017-06-24,-16.00, -26.08, -45.82, 2.28, 1.81, 7.76, suppf,
2017-06-25,-15.91, -25.38, -40.86, 2.23, 1.8, 7.75, suppf,
2017-06-26,-15.82, -27.02, -38.49, 2.28, 1.84, 7.89, suppf,
2017-06-27,-14.97, -29.19, -33.17, 2.36, 1.92, 8.22, suppf,
2017-06-28,-15.90, -28.06, -33.09, 2.28, 1.85, 7.98, suppf,
2017-06-29,-18.78, -30.05, -32.58, 2.21, 1.78, 7.64, suppf,
2017-06-30,-17.71, -30.31, -29.93, 2.26, 1.83, 7.78, suppf,
2017-07-01,-18.72, -29.78, -30.72, 2.24, 1.83, 7.78, suppf,
2017-07-02,-17.38, -30.50, -32.81, 2.25, 1.84, 7.84, suppf,
2017-07-03,-19.58, -31.69, -26.02, 2.28, 1.85, 7.91, suppf,
2017-07-04,-20.07, -33.90, -27.41, 2.25, 1.83, 7.88, suppf,
2017-07-05,-18.75, -33.91, -30.69, 2.29, 1.85, 7.96, suppf,
2017-07-06,-21.07, -34.21, -29.05, 2.43, 1.88, 8.15, suppf,
2017-07-07,-20.13, -34.60, -32.21, 2.33, 1.86, 8.02, suppf,
2017-07-08,-19.96, -35.07, -28.97, 2.32, 1.87, 8.06, suppf,
2017-07-09,-20.52, -35.98, -32.27, 2.39, 1.95, 8.36, suppf,
2017-07-10,-20.29, -35.38, -28.05, 2.36, 1.91, 8.15, suppf,
2017-07-11,-19.77, -36.36, -22.45, 2.33, 1.91, 8.1, suppf,
2017-07-12,-20.70, -37.65, -25.52, 2.36, 1.93, 8.17, suppf,
2017-07-13,-19.82, -36.52, -23.63, 2.34, 1.93, 8.15, suppf,
2017-07-14,-21.63, -38.67, -25.35, 2.43, 1.98, 8.38, suppf,
2017-07-15,-22.45, -37.11, -24.99, 2.48, 1.98, 8.54, suppf,
2017-07-16,-21.93, -38.80, -24.75, 2.33, 1.91, 8.09, suppf,
2017-07-17,-22.87, -40.02, -20.38, 2.36, 1.9, 8.12, suppf,
2017-07-18,-23.28, -40.50, -27.47, 2.36, 1.88, 8.13, suppf,
2017-07-19,-22.51, -40.61, -19.81, 2.35, 1.88, 7.97, suppf,
2017-07-20,-22.69, -40.26, -23.11, 2.39, 1.9, 8.2, suppf,
2017-07-21,-22.56, -41.15, -20.32, 2.31, 1.86, 7.97, suppf,
2017-07-22,-21.05, -41.40, -26.39, 2.36, 1.91, 8.12, suppf,
2017-07-23,-22.18, -42.29, -22.01, 2.38, 1.92, 8.13, suppf,
2017-07-24,-23.40, -42.28, -23.04, 2.47, 1.98, 8.37, suppf,
2017-07-25,-23.72, -42.88, -22.66, 2.44, 1.94, 8.2, suppf,
2017-07-26,-21.99, -43.93, -21.10, 2.48, 1.97, 8.4, suppf,
2017-07-27,-22.79, -44.02, -26.08, 2.53, 2.02, 8.51, suppf,
2017-07-28,-23.48, -44.39, -18.51, 2.39, 1.92, 8.1, suppf,
2017-07-29,-23.78, -44.55, -13.86, 2.4, 1.92, 8.18, suppf,
2017-07-30,-24.13, -44.71, -24.96, 2.37, 1.9, 8.17, suppf,
2017-07-31,-24.06, -47.07, -24.04, 2.38, 1.92, 8.29, suppf,
2017-08-01,-23.84, -44.49, -24.71, 2.33, 1.9, 8.17, suppf,
2017-08-02,-24.44, -46.22, -20.01, 2.29, 1.86, 7.95, suppf,
2017-08-03,-24.13, -47.19, -18.22, 2.4, 1.93, 8.24, suppf,
2017-08-04,-24.44, -47.49, -20.93, 2.43, 1.95, 8.34, suppf,
2017-08-05,-26.72, -47.64, -9.39, 2.39, 1.94, 8.21, suppf,
2017-08-06,-24.73, -47.63, -17.74, 2.37, 1.92, 8.14, suppf,
2017-08-07,-24.54, -47.46, -15.95, 2.34, 1.92, 8.05, suppf,
2017-08-08,-25.78, -48.66, -13.09, 2.3, 1.87, 7.87, suppf,
2017-08-09,-25.31, -48.44, -20.20, 2.34, 1.87, 8.1, suppf,
2017-08-10,-26.34, -49.44, -13.69, 2.37, 1.93, 8.19, suppf,
2017-08-11,-26.30, -54.02, -31.54, 4.69, 3.35, 15.31, suppf,
2017-08-13,-26.08, -48.37, 0.36, 3.4, 2.99, 13.24, suppf,
2017-08-14,-26.78, -50.21, -3.54, 2.37, 1.93, 8.15, suppf,
2017-08-15,-26.81, -51.90, -6.07, 2.35, 1.91, 8.11, suppf,
2017-08-16,-26.69, -52.09, -0.85, 2.33, 1.91, 8.01, suppf,
2017-08-17,-26.57, -53.44, -4.27, 2.35, 1.92, 8.04, suppf,
2017-08-18,-28.47, -53.79, -8.68, 2.36, 1.93, 8.1, suppf,
2017-08-19,-27.23, -53.27, -5.50, 2.31, 1.88, 7.95, suppf,
2017-08-20,-27.78, -53.80, -5.93, 2.33, 1.91, 8.15, suppf,
2017-08-21,-26.19, -53.57, -5.96, 2.33, 1.9, 8.08, suppf,
2017-08-22,-26.34, -53.72, -0.83, 2.36, 1.89, 8.1, suppf,
2017-08-23,-27.79, -53.60, -10.79, 2.39, 1.91, 8.16, suppf,
2017-08-24,-27.23, -53.85, -1.90, 2.44, 1.97, 8.4, suppf,
2017-08-25,-27.20, -53.75, -5.65, 2.41, 1.91, 8.26, suppf,
2017-08-26,-26.56, -54.52, -0.58, 2.33, 1.88, 8.02, suppf,
2017-08-27,-28.55, -53.81, -5.63, 2.33, 1.87, 7.99, suppf,
2017-08-28,-26.68, -54.74, -9.21, 2.34, 1.88, 7.96, suppf,
2017-08-29,-25.82, -53.96, -3.64, 2.34, 1.88, 7.97, suppf,
2017-08-30,-26.99, -54.73, -5.73, 2.43, 1.95, 8.23, suppf,
2017-08-31,-26.68, -54.50, -5.16, 2.4, 1.94, 8.1, suppf,
2017-09-01,-26.91, -55.26, -2.78, 2.39, 1.93, 8.11, suppf,
2017-09-02,-27.75, -55.90, -4.75, 2.32, 1.87, 7.82, suppf,
2017-09-03,-28.14, -55.38, -7.35, 2.37, 1.92, 8.08, suppf,
2017-09-04,-27.95, -55.58, -2.98, 2.35, 1.89, 8.02, suppf,
2017-09-05,-28.35, -55.98, -8.79, 2.32, 1.87, 7.94, suppf,
2017-09-06,-27.80, -56.26, -2.02, 2.27, 1.83, 7.79, suppf,
2017-09-07,-28.74, -55.63, -1.71, 2.35, 1.91, 8.08, suppf,
2017-09-08,-27.46, -57.67, -2.48, 2.48, 1.94, 8.41, suppf,
2017-09-09,-29.65, -55.93, -2.37, 2.31, 1.85, 7.87, suppf,
2017-09-10,-28.54, -60.05, -1.57, 2.49, 1.94, 8.73, suppf,
2017-09-11,-29.23, -57.25, -3.32, 2.33, 1.87, 7.91, suppf,
2017-09-12,-28.17, -57.60, 0.19, 2.4, 1.95, 8.15, suppf,
2017-09-13,-29.58, -58.60, 3.66, 2.34, 1.88, 7.8, suppf,
2017-09-14,-30.07, -58.08, 2.19, 2.36, 1.89, 7.87, suppf,
2017-09-15,-29.54, -57.83, 3.25, 2.31, 1.86, 7.72, suppf,
2017-09-16,-29.40, -59.83, 1.62, 2.32, 1.87, 7.88, suppf,
2017-09-17,-30.31, -58.29, 0.84, 2.31, 1.88, 7.89, suppf,
2017-09-18,-31.31, -60.48, 9.80, 2.33, 1.91, 7.87, suppf,
2017-09-19,-31.94, -60.65, 11.59, 2.29, 1.86, 7.73, suppf,
2017-09-20,-31.07, -59.20, 9.40, 2.35, 1.9, 8.02, suppf,
2017-09-21,-31.37, -61.65, 14.16, 2.22, 1.82, 7.54, suppf,
2017-09-22,-30.15, -59.49, 5.06, 2.31, 1.87, 7.89, suppf,
2017-09-23,-31.84, -61.20, 5.85, 2.28, 1.86, 7.8, suppf,
2017-09-24,-31.75, -62.13, 6.12, 2.29, 1.9, 7.82, suppf,
2017-09-25,-31.53, -61.51, 4.60, 2.31, 1.91, 7.93, suppf,
2017-09-26,-31.85, -62.30, 7.91, 2.29, 1.89, 7.86, suppf,
2017-09-27,-32.57, -61.92, 1.05, 2.32, 1.93, 7.99, suppf,
2017-09-28,-32.25, -60.84, 0.45, 2.36, 1.94, 8.02, suppf,
2017-09-29,-32.91, -63.69, 5.64, 2.32, 1.92, 7.86, suppf,
2017-09-30,-33.25, -64.17, 0.72, 2.34, 1.94, 7.9, suppf,
2017-10-01,-34.00, -64.99, 7.66, 2.36, 1.94, 8.02, suppf,
2017-10-02,-34.26, -65.63, 11.49, 2.31, 1.91, 7.92, suppf,
2017-10-03,-32.98, -64.16, 3.67, 2.31, 1.91, 7.89, suppf,
2017-10-04,-33.96, -65.46, 11.10, 2.23, 1.85, 7.42, suppf,
2017-10-05,-34.55, -66.43, 5.35, 2.31, 1.9, 7.88, suppf,
2017-10-06,-35.22, -67.35, 10.11, 2.35, 1.93, 8, suppf,
2017-10-07,-35.91, -67.48, 25.08, 2.34, 1.92, 7.93, suppf,
2017-10-08,-35.07, -67.49, 13.85, 2.33, 1.92, 7.97, suppf,
2017-10-09,-34.38, -67.28, 4.60, 2.33, 1.9, 7.96, suppf,
2017-10-10,-35.64, -67.79, 5.63, 2.32, 1.91, 8, suppf,
2017-10-11,-35.38, -69.21, 14.47, 2.31, 1.9, 7.9, suppf,
2017-10-12,-35.86, -70.53, 10.67, 2.36, 1.92, 7.96, suppf,
2017-10-13,-36.19, -70.62, 8.51, 2.32, 1.91, 7.96, suppf,
2017-10-14,-36.47, -70.94, 8.29, 2.24, 1.85, 7.72, suppf,
2017-10-15,-37.02, -71.18, 0.54, 2.32, 1.88, 7.92, suppf,
2017-10-23,-38.58, -78.29, 8.02, 2.37, 1.98, 8.02, suppf,
2017-10-24,-38.40, -77.68, 3.90, 2.33, 1.95, 7.92, suppf,
2017-10-25,-39.30, -78.75, 16.45, 2.31, 1.91, 7.85, suppf,
2017-10-26,-40.31, -79.55, 14.19, 2.33, 1.93, 8.12, suppf,
2017-10-27,-40.74, -80.54, 12.97, 2.34, 1.87, 7.91, suppf,
2017-10-28,-40.58, -81.07, 17.24, 2.26, 1.87, 7.82, suppf,
2017-10-29,-40.43, -82.16, 17.51, 2.13, 1.74, 7.59, suppf,
2017-10-30,-41.15, -84.34, 20.94, 2.14, 1.73, 7.6, suppf,
2017-10-31,-40.94, -83.19, 21.72, 2.13, 1.73, 7.65, suppf,
2017-11-01,-41.67, -86.32, 19.40, 1.81, 1.5, 6.51, suppf,
2017-11-02,-41.58, -85.56, 19.95, 1.86, 1.52, 6.63, suppf,
2017-11-03,-41.47, -85.55, 17.37, 1.82, 1.5, 6.53, suppf,
2017-11-04,-41.83, -87.63, 19.00, 1.65, 1.39, 6.01, suppf,
2017-11-05,-43.21, -87.03, 22.85, 1.73, 1.44, 6.26, suppf,
2017-11-06,-42.95, -88.08, 22.21, 1.76, 1.46, 6.35, suppf,
2017-11-07,-42.76, -89.17, 17.50, 1.81, 1.46, 6.49, suppf,
2017-11-08,-43.41, -89.15, 16.61, 1.79, 1.47, 6.45, suppf,
2017-11-09,-44.58, -90.98, 21.34, 1.94, 1.57, 6.89, suppf,
2017-11-10,-45.03, -90.79, 22.78, 1.79, 1.46, 6.41, suppf,
2017-11-11,-44.55, -93.08, 28.83, 2.17, 1.76, 7.73, suppf,
2017-11-12,-44.84, -92.36, 23.74, 1.76, 1.44, 6.31, suppf,
2017-11-13,-44.37, -93.21, 23.74, 1.81, 1.46, 6.46, suppf,
2017-11-14,-45.69, -93.28, 22.63, 1.83, 1.51, 6.61, suppf,
2017-11-15,-45.06, -92.59, 29.33, 2.31, 1.94, 7.91, suppf,
2017-11-16,-47.16, -93.76, 40.78, 2.24, 1.91, 7.66, suppf,
2017-11-17,-46.45, -95.20, 36.14, 2.29, 1.93, 7.78, suppf,
2017-11-18,-45.55, -95.35, 32.89, 2.33, 1.98, 8.04, suppf,
2017-11-19,-45.72, -95.04, 28.52, 2.3, 1.91, 7.74, suppf,
2017-11-20,-45.63, -95.92, 30.67, 2.36, 1.97, 7.96, suppf,
2017-11-21,-47.27, -96.25, 36.14, 2.33, 1.92, 7.76, suppf,
2017-11-22,-47.58, -96.69, 25.26, 2, 1.74, 6.62, suppf,
2017-11-23,-46.48, -97.36, 31.62, 2.36, 1.94, 7.91, suppf,
2017-11-24,-47.04, -99.73, 38.23, 2.37, 1.97, 7.91, suppf,
2017-11-25,-48.20, -98.17, 30.95, 2.33, 1.93, 7.81, suppf,
2017-11-26,-47.15, -98.58, 35.51, 2.38, 1.98, 7.9, suppf,
2017-11-27,-47.42, -99.46, 41.95, 2.38, 1.98, 7.91, suppf,
2017-11-28,-47.32, -100.35, 34.73, 2.39, 1.96, 8.05, suppf,
2017-11-29,-48.05, -100.73, 31.19, 2.38, 1.94, 8, suppf,
2017-11-30,-49.03, -101.53, 34.79, 2.36, 1.93, 7.94, suppf,
2017-12-01,-47.92, -101.74, 39.05, 2.33, 1.92, 7.82, suppf,
2017-12-02,-48.24, -101.89, 38.66, 2.27, 1.86, 7.74, suppf,
2017-12-03,-47.86, -100.52, 34.08, 2.27, 1.88, 7.81, suppf,
2017-12-04,-48.28, -102.92, 36.75, 2.3, 1.89, 7.88, suppf,
2017-12-05,-49.35, -103.53, 34.55, 2.29, 1.9, 7.86, suppf,
2017-12-06,-48.68, -103.84, 30.17, 2.28, 1.89, 7.78, suppf,
2017-12-07,-48.87, -103.98, 31.54, 2.29, 1.88, 7.76, suppf,
2017-12-08,-48.72, -103.90, 30.27, 2.22, 1.82, 7.45, suppf,
2017-12-09,-49.36, -104.07, 26.66, 2.29, 1.88, 7.78, suppf,
2017-12-10,-49.74, -104.88, 29.91, 2.2, 1.77, 7.62, suppf,
2017-12-11,-50.57, -105.36, 33.94, 2.22, 1.79, 7.73, suppf,
2017-12-12,-50.50, -105.32, 36.40, 2.22, 1.76, 7.63, suppf,
2017-12-13,-49.04, -105.67, 37.78, 2.27, 1.81, 7.91, suppf,
2017-12-14,-51.33, -106.98, 32.28, 4.11, 2.92, 13.73, suppf,
2017-12-15,-52.16, -106.59, 40.11, 3.95, 2.8, 13.49, suppf,
2017-12-16,-51.50, -107.56, 41.26, 2.85, 2.15, 9.53, suppf,
2017-12-17,-51.46, -106.92, 41.81, 2.18, 1.78, 7.54, suppl,
2017-12-18,-50.33, -107.86, 41.11, 2.26, 1.84, 7.78, suppl,
2017-12-19,-52.31, -106.80, 40.85, 2.33, 1.86, 7.97, suppl,
2017-12-20,-52.49, -108.44, 43.79, 2.21, 1.8, 7.56, suppl,
2017-12-21,-51.80, -109.75, 41.67, 2.19, 1.77, 7.51, suppl,
2017-12-22,-52.01, -109.02, 42.79, 2.21, 1.77, 7.55, suppl,
2017-12-23,-55.81, -109.75, 44.74, 2.26, 1.8, 7.69, suppl,
2017-12-24,-51.94, -109.14, 34.88, 2.16, 1.72, 7.42, suppl,
2017-12-25,-53.87, -108.63, 38.89, 2.09, 1.65, 7.01, suppl,
2017-12-26,-52.92, -110.42, 33.95, 2, 1.62, 6.93, suppl,
2017-12-27,-52.80, -110.13, 36.91, 2.11, 1.69, 7.16, suppl,
2017-12-28,-52.20, -110.55, 35.82, 2.13, 1.7, 7.23, suppl,
2017-12-29,-52.84, -110.65, 40.35, 2.18, 1.74, 7.45, suppl,
2017-12-30,-52.34, -111.31, 37.83, 2.28, 1.81, 7.85, suppl,
2017-12-31,-53.23, -111.17, 39.80, 2.24, 1.83, 7.72, suppl,
2018-01-01,-53.26, -111.84, 39.88, 2.28, 1.85, 7.78, suppl,
2018-01-02,-53.21, -111.71, 38.72, 2.29, 1.87, 7.8, suppl,
2018-01-03,-52.46, -112.18, 38.68, 2.3, 1.86, 7.82, suppl,
2018-01-04,-53.22, -112.34, 41.59, 2.24, 1.84, 7.68, suppl,
2018-01-05,-53.49, -112.20, 39.11, 2.24, 1.83, 7.71, suppl,
2018-01-06,-54.70, -112.92, 47.38, 2.22, 1.81, 7.55, suppl,
2018-01-07,-54.60, -113.15, 45.39, 2.23, 1.82, 7.62, suppl,
2018-01-08,-53.38, -111.83, 44.68, 2.29, 1.89, 7.88, suppl,
2018-01-09,-53.21, -113.08, 49.37, 2.25, 1.84, 7.65, suppl,
2018-01-10,-54.73, -113.87, 56.55, 2.28, 1.86, 7.79, suppl,
2018-01-11,-54.59, -113.70, 45.28, 2.25, 1.84, 7.77, suppl,
2018-01-12,-53.94, -113.28, 38.51, 2.27, 1.83, 7.77, suppl,
2018-01-13,-53.72, -112.85, 33.09, 2.27, 1.84, 7.78, suppl,
2018-01-14,-53.02, -113.35, 35.31, 2.24, 1.82, 7.73, suppl,
2018-01-15,-52.98, -112.56, 32.56, 2.24, 1.83, 7.69, suppl,
2018-01-16,-52.79, -112.44, 30.79, 2.27, 1.86, 7.83, suppl,
2018-01-17,-53.82, -113.85, 33.92, 2.18, 1.78, 7.59, suppl,
2018-01-18,-54.18, -112.60, 43.43, 2.25, 1.87, 7.78, suppl,
2018-01-19,-53.95, -114.75, 48.17, 2.23, 1.82, 7.7, suppl,
2018-01-20,-53.76, -114.89, 47.53, 2.29, 1.84, 7.83, suppl,
2018-01-21,-53.09, -114.52, 42.93, 2.14, 1.69, 7.43, suppf,
2018-01-22,-55.26, -113.98, 40.72, 2.07, 1.64, 7.25, suppf,
2018-01-23,-54.19, -114.44, 46.11, 2.27, 1.79, 7.87, suppf,
2018-02-11,-54.12, -115.70, 55.27, 3.08, 2.4, 10.17, suppl,
2018-02-12,-55.66, -116.37, 57.13, 3.08, 2.44, 10.28, suppl,
2018-02-13,-55.99, -115.22, 51.35, 3.11, 2.45, 10.38, suppl,
2018-02-14,-55.66, -116.75, 56.07, 3.1, 2.44, 10.4, suppl,
2018-02-15,-55.91, -116.98, 47.58, 3.06, 2.37, 10.22, suppl,
2018-02-16,-55.41, -115.67, 49.90, 3.05, 2.35, 10.16, suppl,
2018-02-17,-54.10, -116.28, 56.45, 3.04, 2.36, 10.09, suppl,
2018-02-18,-55.24, -116.93, 51.89, 2.32, 1.89, 7.95, suppl,
