PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, STOE
Station name, South_Toe_Slope 
Begin Date, 2017-02-05
End Date, 2018-06-02
Release Date, 2018-06-21
Source file, STOE.pbo.nam08.pos
Offset from source file, -15.79 mm North, -13.85 mm East, 11.80 mm Vertical
Reference position, 42.6126951495 North Latitude, -114.8953973029 East Longitude, 973.88339 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-03-04,-11.19, -8.52, 11.47, 2.2, 1.79, 7.48, suppl,
2017-03-05,-8.45, -9.74, 10.55, 3.1, 2.64, 11.05, suppl,
2017-03-06,-12.72, -12.43, 3.52, 3.39, 2.5, 11.91, suppl,
2017-03-07,-9.64, -10.88, 0.59, 7.71, 5.46, 26.15, suppl,
2017-03-08,-13.83, -12.00, 4.89, 3.53, 2.64, 12.32, suppl,
2017-03-09,-13.16, -11.67, -0.32, 2.92, 2.25, 9.88, suppl,
2017-03-10,-11.03, -12.88, -2.00, 3.04, 2.55, 10.56, suppl,
2017-03-11,-13.60, -10.69, 5.88, 3.96, 2.97, 13.72, suppl,
2017-03-12,-13.55, -9.50, 8.36, 2.23, 1.82, 7.68, suppl,
2017-03-13,-13.64, -10.71, 7.02, 2.07, 1.7, 7.22, suppl,
2017-03-14,-14.07, -10.45, 8.51, 2.04, 1.68, 7.11, suppl,
2017-03-15,-14.77, -10.82, 8.88, 2.1, 1.74, 7.31, suppl,
2017-03-16,-13.07, -10.43, 9.74, 2.25, 1.83, 7.7, suppl,
2017-03-17,-14.51, -10.70, 9.51, 2.25, 1.88, 7.88, suppl,
2017-03-18,-13.12, -10.67, 8.68, 2.17, 1.77, 7.48, suppl,
2017-03-19,-14.04, -11.77, 14.17, 2.15, 1.75, 7.37, suppl,
2017-03-20,-13.99, -12.30, 11.85, 2.41, 2.13, 8.87, suppl,
2017-03-21,-14.78, -12.65, 12.78, 2.88, 2.41, 10.41, suppl,
2017-03-22,-14.58, -12.47, 10.85, 3.06, 2.51, 10.98, suppl,
2017-03-23,-15.99, -14.73, 9.05, 3.47, 2.79, 12.31, suppl,
2017-03-24,-14.51, -13.45, 14.46, 2.47, 2.14, 9.14, suppl,
2017-03-25,-14.43, -13.42, 13.60, 3.48, 2.7, 12.07, suppl,
2017-03-26,-15.68, -12.59, 15.91, 3.03, 2.5, 10.76, suppl,
2017-04-01,-14.97, -10.78, 19.47, 5.57, 4.31, 20.33, suppl,
2017-04-02,-15.68, -12.93, 8.46, 2.1, 1.73, 7.36, suppl,
2017-04-03,-15.21, -14.90, 12.92, 1.97, 1.61, 6.91, suppl,
2017-04-04,-14.30, -13.55, 16.23, 1.93, 1.6, 6.85, suppl,
2017-04-05,-14.78, -13.51, 10.74, 1.9, 1.58, 6.78, suppl,
2017-04-06,-15.94, -12.44, 17.00, 1.87, 1.56, 6.68, suppl,
2017-04-07,-15.67, -12.98, 19.15, 2.14, 1.82, 7.62, suppl,
2017-04-08,-16.07, -14.76, 11.63, 3.95, 3.08, 13.55, suppl,
2017-04-09,-16.67, -13.76, 11.23, 2.66, 2.16, 9.37, suppl,
2017-04-10,-16.13, -13.51, 10.10, 1.68, 1.44, 5.85, suppl,
2017-04-11,-16.43, -12.82, 10.49, 1.69, 1.44, 5.84, suppl,
2017-04-12,-16.32, -12.78, 9.39, 1.68, 1.44, 5.81, suppl,
2017-04-13,-16.74, -13.36, 15.86, 2.06, 1.72, 7.14, suppl,
2017-04-14,-16.46, -13.65, 10.74, 2.21, 1.89, 7.92, suppl,
2017-04-15,-16.01, -14.19, 9.69, 2.75, 2.31, 9.78, suppl,
2017-04-16,-16.20, -14.64, 10.53, 2.48, 2.23, 9.29, suppf,
2017-04-17,-16.95, -14.37, 18.65, 2.7, 2.35, 10.03, suppf,
2017-04-18,-17.37, -13.52, 13.73, 3.76, 3.09, 13.93, suppf,
2017-04-19,-15.48, -14.51, 3.73, 3.46, 2.76, 12.09, suppf,
2017-04-20,-16.44, -12.93, 12.56, 2.86, 2.4, 9.94, suppf,
2017-04-21,-16.62, -14.64, 14.82, 2.96, 2.5, 10.74, suppf,
2017-04-22,-16.08, -13.59, 13.11, 2.48, 2.23, 9.23, suppf,
2017-04-23,-16.50, -13.97, 29.04, 2.59, 2.3, 9.67, suppf,
2017-04-24,-15.88, -11.23, 36.55, 4.51, 4.59, 18.06, suppf,
2017-05-07,-15.44, -16.23, 11.17, 4.2, 3.49, 15.03, suppf,
2017-05-08,-19.34, -15.85, 25.09, 2.02, 1.69, 7.06, suppf,
2017-05-09,-19.82, -15.76, 26.63, 2.05, 1.68, 7.09, suppl,
2017-05-10,-21.53, -16.93, 34.56, 2.02, 1.69, 7.08, suppl,
2017-05-11,-21.60, -16.17, 31.25, 2.06, 1.75, 7.28, suppf,
2017-05-12,-21.88, -16.60, 34.41, 2.07, 1.75, 7.27, suppf,
2017-05-13,-22.31, -17.71, 36.99, 2.08, 1.76, 7.29, suppf,
2017-05-14,-20.76, -16.51, 30.07, 2.05, 1.72, 7.14, suppf,
2017-05-15,-20.93, -17.95, 33.28, 2.06, 1.73, 7.19, suppf,
2017-05-16,-22.73, -18.37, 38.61, 2.06, 1.74, 7.24, suppf,
2017-05-17,-23.67, -18.54, 32.37, 2.08, 1.74, 7.2, suppf,
2017-05-18,-23.63, -19.06, 27.87, 2.67, 2.19, 9.38, suppf,
2017-05-19,-24.15, -18.93, 33.12, 2.14, 1.75, 7.4, suppf,
2017-05-20,-25.07, -20.00, 33.73, 2.15, 1.77, 7.5, suppf,
2017-05-21,-25.63, -19.48, 31.52, 1.97, 1.66, 6.77, suppf,
2017-05-22,-27.09, -21.32, 30.58, 1.98, 1.67, 6.9, suppf,
2017-05-23,-27.46, -22.14, 36.98, 2.03, 1.71, 6.99, suppf,
2017-05-24,-29.00, -22.96, 44.90, 2.19, 1.82, 7.63, suppf,
2017-05-25,-27.47, -22.46, 42.59, 2.18, 1.81, 7.61, suppf,
2017-05-26,-28.62, -22.56, 40.67, 2.14, 1.77, 7.44, suppf,
2017-05-27,-28.80, -22.46, 32.62, 2.09, 1.73, 7.31, suppf,
2017-05-28,-29.18, -23.13, 36.00, 2.06, 1.7, 7.22, suppf,
2017-05-29,-28.96, -24.58, 38.60, 2.1, 1.73, 7.33, suppf,
2017-05-30,-30.28, -24.88, 40.76, 2.39, 1.97, 8.35, suppf,
2017-05-31,-29.63, -24.71, 43.27, 2.14, 1.76, 7.47, suppf,
2017-06-01,-30.45, -25.59, 41.77, 2.18, 1.79, 7.63, suppf,
2017-06-02,-32.39, -25.41, 44.12, 2.21, 1.83, 7.75, suppf,
2017-06-03,-32.30, -25.37, 45.30, 2.15, 1.79, 7.56, suppf,
2017-06-04,-32.68, -26.66, 45.56, 2.15, 1.76, 7.48, suppf,
2017-06-05,-32.42, -28.66, 38.71, 2.17, 1.78, 7.51, suppf,
2017-06-06,-32.23, -28.37, 42.39, 2.16, 1.79, 7.55, suppf,
2017-06-07,-28.46, -28.12, 25.81, 2.2, 1.81, 7.68, suppf,
2017-06-08,-30.09, -30.09, 25.54, 2.16, 1.77, 7.42, suppf,
2017-06-09,-28.94, -29.76, 27.19, 2.13, 1.75, 7.39, suppf,
2017-06-10,-30.63, -31.11, 37.96, 2.19, 1.79, 7.55, suppf,
2017-06-11,-30.25, -31.53, 36.04, 2.15, 1.77, 7.52, suppf,
2017-06-12,-31.60, -30.30, 35.45, 2.01, 1.65, 7.05, suppf,
2017-06-13,-31.56, -29.37, 34.20, 1.95, 1.59, 6.76, suppf,
2017-06-14,-32.25, -32.07, 34.73, 2.08, 1.71, 7.33, suppf,
2017-06-15,-33.02, -31.48, 38.77, 2.03, 1.67, 7.17, suppf,
2017-06-16,-34.40, -33.30, 39.46, 2.06, 1.71, 7.23, suppf,
2017-06-17,-34.25, -33.45, 42.48, 2.13, 1.74, 7.44, suppf,
2017-06-18,-34.75, -33.16, 39.55, 2.19, 1.81, 7.63, suppf,
2017-06-19,-36.21, -33.24, 43.44, 2.2, 1.81, 7.67, suppf,
2017-06-20,-36.05, -36.89, 39.78, 2.31, 1.89, 7.94, suppf,
2017-06-21,-38.45, -36.18, 43.93, 2.31, 1.9, 7.98, suppf,
2017-06-22,-37.34, -35.99, 43.29, 2.16, 1.78, 7.53, suppf,
2017-06-23,-37.40, -35.39, 41.67, 2.14, 1.75, 7.41, suppf,
2017-06-24,-38.28, -37.19, 33.86, 2.14, 1.75, 7.44, suppf,
2017-06-25,-38.42, -36.75, 41.06, 2.13, 1.75, 7.46, suppf,
2017-06-26,-38.62, -37.52, 38.90, 2.22, 1.83, 7.77, suppf,
2017-06-27,-39.05, -39.32, 47.65, 2.32, 1.92, 8.2, suppf,
2017-06-28,-40.61, -38.08, 46.07, 2.29, 1.87, 8.05, suppf,
2017-06-29,-41.51, -39.54, 50.61, 2.19, 1.8, 7.7, suppf,
2017-06-30,-41.87, -40.01, 48.15, 2.14, 1.76, 7.48, suppf,
2017-07-01,-42.46, -39.04, 49.81, 2.19, 1.81, 7.69, suppf,
2017-07-02,-41.86, -39.52, 46.22, 2.18, 1.81, 7.7, suppf,
2017-07-03,-43.17, -40.61, 52.79, 2.16, 1.79, 7.62, suppf,
2017-07-04,-44.51, -41.48, 53.09, 2.22, 1.83, 7.85, suppf,
2017-07-05,-41.44, -40.90, 44.19, 2.03, 1.67, 6.93, suppf,
2017-07-06,-45.11, -41.54, 51.32, 2.3, 1.83, 7.87, suppf,
2017-07-07,-43.32, -42.41, 47.08, 2.17, 1.77, 7.34, suppf,
2017-07-08,-45.17, -42.09, 51.51, 2.23, 1.84, 7.84, suppf,
2017-07-09,-45.06, -42.54, 49.75, 2.4, 1.99, 8.44, suppf,
2017-07-10,-44.66, -41.55, 51.20, 2.23, 1.85, 7.82, suppf,
2017-07-11,-45.39, -42.89, 62.10, 2.16, 1.81, 7.63, suppf,
2017-07-12,-46.78, -44.46, 56.44, 2.22, 1.86, 7.79, suppf,
2017-07-13,-46.24, -42.77, 61.38, 2.24, 1.88, 7.83, suppf,
2017-07-14,-48.51, -44.14, 57.14, 2.36, 1.95, 8.28, suppf,
2017-07-15,-47.48, -44.02, 59.95, 2.36, 1.94, 8.26, suppf,
2017-07-16,-48.00, -45.08, 58.34, 2.28, 1.89, 7.98, suppf,
2017-07-17,-48.30, -45.32, 59.80, 2.19, 1.81, 7.71, suppf,
2017-07-18,-48.89, -45.77, 56.45, 2.23, 1.83, 7.85, suppf,
2017-07-19,-49.46, -45.78, 65.17, 2.18, 1.81, 7.72, suppf,
2017-07-20,-48.62, -45.53, 56.40, 2.23, 1.83, 7.78, suppf,
2017-07-21,-49.28, -46.18, 61.60, 2.21, 1.8, 7.67, suppf,
2017-07-22,-48.37, -47.22, 52.33, 2.23, 1.83, 7.75, suppf,
2017-07-23,-49.74, -47.40, 57.78, 2.38, 1.95, 8.22, suppf,
2017-07-24,-50.81, -46.43, 58.62, 2.33, 1.92, 8.01, suppf,
2017-07-25,-49.79, -45.83, 61.52, 2.29, 1.87, 7.79, suppf,
2017-07-26,-48.59, -47.22, 60.77, 2.35, 1.91, 8.04, suppf,
2017-07-27,-50.07, -46.98, 54.68, 2.46, 1.99, 8.34, suppf,
2017-07-28,-51.21, -48.49, 58.78, 2.27, 1.86, 7.8, suppf,
2017-07-29,-51.79, -47.01, 64.87, 2.23, 1.83, 7.69, suppf,
2017-07-30,-52.81, -47.94, 61.35, 2.24, 1.83, 7.72, suppf,
2017-07-31,-52.26, -50.04, 57.06, 2.26, 1.86, 7.93, suppf,
2017-08-01,-51.67, -47.98, 58.63, 2.23, 1.86, 7.94, suppf,
2017-08-02,-52.08, -49.05, 60.15, 2.2, 1.82, 7.7, suppf,
2017-08-03,-52.40, -50.32, 60.50, 2.25, 1.87, 7.88, suppf,
2017-08-04,-52.60, -50.37, 59.00, 2.24, 1.85, 7.81, suppf,
2017-08-05,-54.06, -49.21, 66.89, 2.12, 1.77, 7.16, suppf,
2017-08-06,-53.81, -50.04, 62.58, 2.23, 1.87, 7.82, suppf,
2017-08-07,-53.61, -50.13, 63.55, 2.22, 1.87, 7.77, suppf,
2017-08-08,-54.53, -50.74, 68.79, 2.2, 1.84, 7.62, suppf,
2017-08-09,-54.57, -50.58, 62.02, 2.18, 1.8, 7.64, suppf,
2017-08-10,-54.46, -50.48, 67.45, 2.22, 1.89, 7.77, suppf,
2017-08-11,-55.36, -51.71, 69.12, 2.39, 1.97, 8.38, suppf,
2017-08-12,-53.67, -51.34, 67.34, 2.24, 1.88, 7.84, suppf,
2017-08-13,-57.56, -53.92, 77.63, 2.8, 2.23, 9.6, suppf,
2017-08-14,-60.31, -54.72, 74.36, 2.28, 1.89, 7.93, suppf,
2017-08-15,-60.58, -55.57, 78.17, 2.29, 1.92, 8.06, suppf,
2017-08-16,-59.85, -56.78, 81.00, 2.27, 1.88, 7.88, suppf,
2017-08-17,-60.16, -56.69, 75.30, 2.29, 1.91, 8.01, suppf,
2017-08-18,-61.74, -56.97, 76.86, 2.33, 1.93, 8.1, suppf,
2017-08-19,-60.64, -56.56, 74.05, 2.23, 1.85, 7.78, suppf,
2017-08-20,-60.36, -56.64, 74.19, 2.25, 1.89, 8.02, suppf,
2017-08-21,-60.23, -56.81, 75.97, 2.32, 1.92, 8.18, suppf,
2017-08-22,-61.10, -56.05, 76.10, 2.31, 1.89, 8.08, suppf,
2017-08-23,-62.08, -57.68, 73.05, 2.35, 1.92, 8.21, suppf,
2017-08-24,-58.40, -56.59, 74.02, 2.81, 2.3, 9.87, suppf,
2017-08-25,-60.76, -56.88, 76.26, 2.34, 1.89, 8.07, suppf,
2017-08-26,-60.32, -57.43, 79.40, 2.26, 1.85, 7.87, suppf,
2017-08-27,-62.46, -57.02, 77.68, 2.32, 1.9, 8.06, suppf,
2017-08-28,-60.72, -57.89, 78.28, 2.3, 1.9, 8.04, suppf,
2017-08-29,-60.07, -56.59, 78.49, 2.29, 1.9, 7.99, suppf,
2017-08-30,-61.10, -57.99, 77.03, 2.37, 1.95, 8.11, suppf,
2017-08-31,-61.35, -57.17, 78.68, 2.29, 1.89, 7.79, suppf,
2017-09-01,-62.15, -57.77, 82.41, 2.31, 1.91, 7.91, suppf,
2017-09-02,-62.58, -57.68, 81.20, 2.22, 1.84, 7.65, suppf,
2017-09-03,-62.17, -57.59, 77.54, 2.28, 1.92, 7.99, suppf,
2017-09-04,-61.17, -57.73, 78.73, 2.33, 1.94, 8.21, suppf,
2017-09-05,-61.34, -58.09, 80.11, 2.25, 1.86, 7.89, suppf,
2017-09-06,-62.80, -58.28, 80.28, 2.15, 1.77, 7.47, suppf,
2017-09-07,-62.78, -57.86, 85.38, 2.3, 1.91, 8.03, suppf,
2017-09-08,-62.40, -59.01, 87.25, 2.37, 1.91, 8.18, suppf,
2017-09-09,-63.23, -57.22, 85.82, 2.18, 1.79, 7.54, suppf,
2017-09-10,-62.91, -60.17, 83.05, 2.18, 1.74, 7.66, suppf,
2017-09-11,-63.65, -59.35, 87.73, 2.29, 1.88, 7.95, suppf,
2017-09-12,-62.50, -59.81, 86.82, 2.36, 1.96, 8.17, suppf,
2017-09-13,-63.37, -59.22, 90.21, 2.52, 2.03, 8.56, suppf,
2017-09-14,-63.45, -59.00, 88.59, 2.27, 1.86, 7.77, suppf,
2017-09-15,-63.81, -58.02, 85.01, 2.3, 1.87, 7.77, suppf,
2017-09-16,-63.76, -59.16, 87.11, 2.25, 1.85, 7.78, suppf,
2017-09-17,-64.34, -58.91, 87.78, 2.15, 1.78, 7.45, suppf,
2017-09-18,-64.85, -59.87, 95.84, 2.13, 1.79, 7.24, suppf,
2017-09-19,-65.08, -60.03, 93.69, 2.22, 1.83, 7.59, suppf,
2017-09-20,-64.84, -58.22, 92.52, 2.14, 1.78, 7.47, suppf,
2017-09-21,-64.11, -58.45, 96.54, 2.06, 1.73, 7.13, suppf,
2017-09-22,-64.18, -59.75, 87.27, 2.17, 1.81, 7.52, suppf,
2017-09-23,-65.63, -59.37, 89.97, 2.16, 1.8, 7.53, suppf,
2017-09-24,-65.34, -60.00, 92.40, 2.15, 1.83, 7.41, suppf,
2017-09-25,-66.67, -59.50, 92.11, 2.18, 1.84, 7.55, suppf,
2017-09-26,-66.93, -60.06, 94.54, 2.18, 1.85, 7.61, suppf,
2017-09-27,-67.07, -60.58, 93.30, 2.22, 1.88, 7.73, suppf,
2017-09-28,-67.06, -58.62, 93.20, 2.21, 1.86, 7.58, suppf,
2017-09-29,-68.06, -60.65, 93.15, 2.21, 1.87, 7.62, suppf,
2017-09-30,-67.46, -60.58, 92.79, 2.29, 1.94, 7.84, suppf,
2017-10-01,-68.45, -61.64, 88.39, 2.23, 1.88, 7.71, suppf,
2017-10-02,-68.23, -62.08, 94.63, 2.16, 1.82, 7.47, suppf,
2017-10-03,-68.02, -61.15, 91.29, 2.18, 1.85, 7.57, suppf,
2017-10-04,-68.91, -61.68, 87.65, 2.23, 1.87, 7.65, suppf,
2017-10-05,-68.89, -62.11, 88.63, 2.11, 1.79, 7.35, suppf,
2017-10-06,-70.65, -63.79, 91.61, 2.27, 1.91, 7.91, suppf,
2017-10-07,-70.36, -62.77, 104.28, 2.24, 1.88, 7.75, suppf,
2017-10-08,-70.24, -62.94, 99.67, 2.26, 1.88, 7.81, suppf,
2017-10-09,-69.83, -62.75, 95.72, 2.19, 1.84, 7.63, suppf,
2017-10-10,-71.20, -62.53, 96.43, 2.2, 1.86, 7.7, suppf,
2017-10-11,-71.62, -63.68, 99.11, 2.2, 1.84, 7.62, suppf,
2017-10-12,-70.61, -64.12, 93.69, 2.27, 1.88, 7.79, suppf,
2017-10-13,-72.00, -65.19, 95.37, 2.23, 1.87, 7.76, suppf,
2017-10-14,-71.04, -64.59, 90.50, 2.17, 1.84, 7.58, suppf,
2017-10-15,-73.18, -64.67, 84.52, 2.16, 1.79, 7.44, suppf,
2017-10-16,-73.77, -65.42, 94.21, 2.18, 1.81, 7.54, suppf,
2017-10-17,-74.03, -65.57, 94.35, 2.21, 1.83, 7.54, suppf,
2017-10-18,-74.52, -65.81, 98.24, 2.24, 1.86, 7.62, suppf,
2017-10-19,-74.88, -66.78, 106.37, 2.29, 1.95, 7.79, suppf,
2017-10-20,-74.84, -66.49, 107.81, 2.32, 1.97, 7.97, suppf,
2017-10-21,-74.50, -66.88, 98.78, 2.16, 1.85, 7.5, suppf,
2017-10-22,-75.64, -67.30, 97.68, 2.19, 1.9, 7.56, suppf,
2017-10-23,-75.75, -69.03, 88.11, 2.24, 1.91, 7.6, suppf,
2017-10-24,-75.43, -69.13, 89.37, 2.16, 1.86, 7.41, suppf,
2017-10-25,-76.54, -69.29, 100.56, 2.18, 1.89, 7.58, suppf,
2017-10-26,-77.54, -70.82, 99.87, 2.55, 2.11, 8.99, suppf,
2017-10-27,-77.94, -70.51, 99.19, 2.18, 1.8, 7.5, suppf,
2017-10-28,-78.74, -70.26, 101.79, 2.18, 1.84, 7.64, suppf,
2017-10-29,-78.00, -71.83, 103.08, 1.94, 1.63, 7.03, suppf,
2017-10-30,-78.48, -72.96, 103.09, 1.99, 1.66, 7.21, suppf,
2017-10-31,-79.13, -71.98, 107.13, 2, 1.7, 7.32, suppf,
2017-11-01,-79.97, -74.53, 104.51, 2.02, 1.68, 7.27, suppf,
2017-11-02,-80.69, -73.71, 107.95, 2.05, 1.67, 7.32, suppf,
2017-11-03,-80.56, -73.18, 104.74, 1.97, 1.63, 7.09, suppf,
2017-11-04,-80.48, -73.81, 110.10, 1.88, 1.57, 6.79, suppf,
2017-11-05,-82.02, -73.85, 106.77, 1.93, 1.6, 6.93, suppf,
2017-11-06,-82.06, -74.82, 101.97, 1.94, 1.61, 6.99, suppf,
2017-11-07,-82.46, -75.04, 97.87, 1.99, 1.62, 7.09, suppf,
2017-11-08,-82.72, -74.13, 100.84, 1.93, 1.59, 6.93, suppf,
2017-11-09,-84.99, -75.86, 105.63, 2.12, 1.71, 7.56, suppf,
2017-11-10,-85.57, -76.30, 108.86, 2.03, 1.64, 7.16, suppf,
2017-11-11,-83.86, -77.09, 109.66, 1.89, 1.57, 6.85, suppf,
2017-11-12,-85.88, -76.77, 109.84, 1.93, 1.58, 6.91, suppf,
2017-11-13,-84.48, -77.78, 108.80, 2.04, 1.66, 7.33, suppf,
2017-11-14,-86.22, -77.66, 110.35, 2.01, 1.65, 7.28, suppf,
2017-11-15,-86.94, -77.20, 109.81, 2.11, 1.83, 7.36, suppf,
2017-11-16,-88.51, -76.11, 117.78, 2.15, 1.87, 7.51, suppf,
2017-11-17,-87.44, -77.46, 116.98, 2.35, 1.99, 8.09, suppf,
2017-11-18,-87.64, -78.92, 106.77, 2.11, 1.85, 7.39, suppf,
2017-11-19,-87.82, -77.95, 106.67, 2.16, 1.85, 7.47, suppf,
2017-11-20,-88.24, -78.98, 109.93, 2.21, 1.88, 7.54, suppf,
2017-11-21,-89.39, -79.10, 110.63, 2.19, 1.85, 7.42, suppf,
2017-11-22,-89.62, -79.41, 109.43, 2.1, 1.79, 7.05, suppf,
2017-11-23,-89.91, -79.84, 109.19, 2.24, 1.87, 7.56, suppf,
2017-11-24,-89.41, -81.72, 117.22, 2.25, 1.92, 7.58, suppf,
2017-11-25,-90.71, -80.99, 113.06, 2.21, 1.88, 7.49, suppf,
2017-11-26,-91.10, -81.21, 113.45, 2.25, 1.93, 7.53, suppf,
2017-11-27,-90.54, -82.06, 121.90, 2.28, 1.93, 7.58, suppf,
2017-11-28,-91.34, -82.29, 113.79, 2.2, 1.85, 7.46, suppf,
2017-11-29,-91.43, -82.13, 109.14, 2.19, 1.84, 7.44, suppf,
2017-11-30,-92.30, -81.62, 114.90, 2.11, 1.78, 7.23, suppf,
2017-12-01,-92.45, -82.57, 113.65, 2.12, 1.79, 7.19, suppf,
2017-12-02,-92.44, -83.13, 116.15, 2.04, 1.74, 7.1, suppf,
2017-12-03,-91.82, -81.60, 118.56, 2.18, 1.83, 7.55, suppf,
2017-12-04,-92.25, -83.60, 115.98, 2.1, 1.78, 7.34, suppf,
2017-12-05,-93.51, -83.58, 114.53, 2.07, 1.75, 7.2, suppf,
2017-12-06,-93.59, -84.75, 110.50, 2.08, 1.77, 7.19, suppf,
2017-12-07,-94.09, -85.13, 109.95, 2.12, 1.79, 7.25, suppf,
2017-12-08,-94.19, -84.81, 111.45, 2.12, 1.78, 7.27, suppf,
2017-12-09,-94.22, -85.36, 110.04, 2.14, 1.8, 7.37, suppf,
2017-12-10,-94.51, -85.93, 110.59, 2.04, 1.68, 7.18, suppf,
2017-12-11,-95.00, -85.74, 113.60, 2.04, 1.67, 7.17, suppf,
2017-12-12,-94.17, -86.76, 115.61, 3.01, 2.63, 11.17, suppf,
2017-12-21,-96.97, -88.02, 124.61, 2.06, 1.69, 7.17, suppl,
2017-12-22,-97.33, -87.87, 125.20, 2.07, 1.69, 7.17, suppl,
2017-12-23,-103.39, -88.61, 122.72, 2.22, 1.8, 7.69, suppl,
2017-12-24,-98.61, -88.94, 116.10, 2.08, 1.69, 7.2, suppl,
2017-12-25,-97.67, -84.76, 131.44, 2.01, 1.62, 6.86, suppl,
2017-12-26,-98.20, -87.02, 131.26, 1.97, 1.62, 6.81, suppl,
2017-12-27,-97.45, -86.95, 124.70, 1.96, 1.6, 6.75, suppl,
2017-12-28,-97.34, -87.40, 119.49, 1.9, 1.56, 6.62, suppl,
2017-12-29,-98.80, -87.93, 120.02, 2.02, 1.66, 6.99, suppl,
2017-12-30,-98.05, -89.12, 120.17, 2.18, 1.76, 7.51, suppl,
2017-12-31,-99.21, -89.01, 119.88, 2.15, 1.8, 7.47, suppl,
2018-01-01,-98.77, -89.99, 119.28, 2.08, 1.75, 7.28, suppl,
2018-01-02,-98.15, -89.92, 117.39, 2.04, 1.7, 6.83, suppl,
2018-01-03,-99.50, -89.77, 119.59, 2.17, 1.8, 7.51, suppl,
2018-01-04,-100.25, -89.79, 123.62, 2.19, 1.82, 7.54, suppl,
2018-01-05,-100.30, -89.97, 120.29, 2.12, 1.77, 7.35, suppl,
2018-01-06,-100.48, -89.84, 129.14, 2.1, 1.75, 7.23, suppl,
2018-01-07,-100.81, -91.36, 128.93, 2.1, 1.75, 7.25, suppl,
2018-01-08,-100.96, -89.76, 129.88, 2.17, 1.82, 7.58, suppl,
2018-01-09,-101.18, -90.52, 130.11, 2.1, 1.76, 7.28, suppl,
2018-01-10,-100.93, -91.33, 133.66, 2.17, 1.8, 7.4, suppl,
2018-01-11,-100.54, -91.30, 126.36, 2.12, 1.77, 7.36, suppl,
2018-01-12,-99.72, -90.72, 119.34, 2.12, 1.77, 7.38, suppl,
2018-01-13,-99.67, -89.86, 115.99, 2.13, 1.77, 7.44, suppl,
2018-01-14,-100.32, -90.63, 117.00, 2.11, 1.75, 7.35, suppl,
2018-01-15,-100.35, -89.29, 119.09, 2.04, 1.72, 7.14, suppl,
2018-01-16,-100.14, -89.83, 111.77, 2.06, 1.73, 7.2, suppl,
2018-01-17,-100.88, -90.90, 119.62, 2.07, 1.73, 7.24, suppl,
2018-01-18,-100.52, -89.60, 125.69, 2.16, 1.83, 7.51, suppl,
2018-01-19,-101.72, -91.52, 129.32, 2.08, 1.75, 7.3, suppl,
2018-01-20,-101.73, -92.31, 129.49, 2.09, 1.74, 7.3, suppl,
2018-01-21,-100.76, -91.42, 126.59, 1.95, 1.59, 6.92, suppf,
2018-01-22,-100.94, -91.23, 121.57, 1.99, 1.61, 7.04, suppf,
