PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, BLOK
Station name, Upper_Block     
Begin Date, 2017-01-16
End Date, 2017-11-14
Release Date, 2018-02-08
Source file, BLOK.pbo.nam08.pos
Offset from source file, 0.07 mm North, -0.41 mm East, 0.58 mm Vertical
Reference position, 42.6161232310 North Latitude, -114.8914644637 East Longitude, 1072.94083 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-08-31,37.44, -79.05, -161.24, 2.26, 1.91, 8.12, suppl,
2017-09-01,37.74, -79.91, -164.03, 2.18, 1.86, 7.84, suppl,
2017-09-02,37.05, -80.29, -165.06, 2.08, 1.77, 7.49, suppl,
2017-09-03,36.59, -80.31, -166.68, 2.07, 1.75, 7.51, suppl,
2017-09-04,37.68, -79.73, -165.62, 2.04, 1.71, 7.43, suppl,
2017-09-05,37.45, -80.76, -166.72, 2.09, 1.77, 7.74, suppl,
2017-09-06,37.73, -80.74, -167.75, 2.05, 1.73, 7.56, suppl,
2017-09-07,37.72, -80.70, -170.94, 2.43, 2.08, 9.13, suppl,
2017-09-08,37.90, -81.40, -165.95, 2.41, 2.09, 9.2, suppl,
2017-09-09,37.01, -80.08, -163.83, 2.12, 1.78, 7.77, suppl,
2017-09-10,38.52, -81.96, -167.05, 2.07, 1.72, 7.98, suppf,
2017-09-11,37.42, -81.18, -162.19, 2.07, 1.73, 7.42, suppl,
2017-09-12,38.61, -81.64, -166.25, 2.13, 1.81, 7.76, suppl,
2017-09-13,37.84, -81.21, -159.86, 2.26, 1.91, 8.16, suppl,
2017-09-14,37.57, -80.83, -158.94, 2.35, 1.97, 8.53, suppl,
2017-09-15,37.75, -81.51, -161.91, 2.37, 1.99, 8.63, suppl,
2017-09-16,38.41, -82.50, -165.52, 2.09, 1.77, 7.62, suppl,
2017-09-17,37.89, -81.81, -165.27, 2.08, 1.75, 7.65, suppl,
2017-09-18,37.52, -82.67, -158.35, 2.04, 1.76, 7.33, suppl,
2017-09-19,36.57, -83.09, -159.47, 2.12, 1.82, 7.62, suppl,
2017-09-20,37.38, -81.20, -159.84, 2.12, 1.82, 7.79, suppl,
2017-09-21,38.80, -83.74, -160.24, 2.75, 2.38, 10.29, suppl,
2017-09-22,38.34, -82.38, -165.20, 2.01, 1.74, 7.37, suppl,
2017-09-23,38.56, -82.18, -166.75, 1.98, 1.73, 7.34, suppl,
2017-09-24,38.99, -83.90, -170.09, 2.23, 1.97, 8.35, suppl,
2017-09-25,38.33, -82.84, -170.58, 2.17, 1.96, 8.14, suppl,
2017-09-26,38.67, -83.46, -169.39, 2.01, 1.77, 7.44, suppl,
2017-09-27,38.83, -83.58, -174.10, 2.04, 1.79, 7.49, suppl,
2017-09-28,39.05, -83.06, -175.11, 2.07, 1.79, 7.49, suppl,
2017-09-29,39.12, -83.89, -172.61, 2.03, 1.79, 7.4, suppl,
2017-09-30,38.26, -85.59, -169.98, 2.19, 1.92, 7.95, suppl,
2017-10-01,39.23, -85.48, -174.01, 2.07, 1.8, 7.54, suppl,
2017-10-02,39.31, -85.59, -172.37, 2.04, 1.79, 7.49, suppl,
2017-10-03,39.76, -85.57, -180.24, 2.08, 1.83, 7.59, suppl,
2017-10-04,39.85, -86.97, -179.75, 2.32, 2.02, 8.54, suppl,
2017-10-05,39.63, -86.52, -179.89, 2.07, 1.81, 7.51, suppl,
2017-10-06,39.50, -88.06, -178.36, 2.08, 1.8, 7.58, suppl,
2017-10-07,39.49, -87.25, -168.32, 2.12, 1.83, 7.65, suppl,
2017-10-08,40.43, -87.38, -176.15, 2.12, 1.84, 7.78, suppl,
2017-10-09,41.33, -87.45, -184.24, 2.09, 1.8, 7.65, suppl,
2017-10-10,40.50, -88.00, -186.20, 2.14, 1.84, 7.92, suppl,
2017-10-11,40.47, -88.33, -183.12, 2.05, 1.77, 7.56, suppl,
2017-10-12,41.70, -89.87, -187.12, 2.1, 1.8, 7.57, suppl,
2017-10-13,41.16, -90.20, -191.00, 2.07, 1.79, 7.61, suppl,
2017-10-14,42.34, -91.28, -193.21, 2.13, 1.86, 7.89, suppl,
2017-10-15,41.54, -90.56, -199.86, 2.06, 1.79, 7.59, suppl,
2017-10-16,41.75, -91.36, -198.47, 2.04, 1.76, 7.54, suppl,
2017-10-17,41.85, -91.93, -196.40, 2.08, 1.79, 7.59, suppl,
2017-10-18,42.39, -91.09, -193.92, 2.23, 1.95, 8.07, suppl,
2017-10-19,42.82, -91.92, -194.08, 2.19, 1.93, 7.97, suppl,
2017-10-20,42.30, -92.89, -184.98, 2.23, 1.95, 8.12, suppl,
2017-10-21,43.30, -93.12, -191.60, 2.09, 1.84, 7.52, suppl,
2017-10-22,43.75, -93.15, -202.03, 2.16, 1.98, 8.1, suppl,
2017-10-23,44.07, -95.41, -210.52, 2.13, 1.89, 7.71, suppl,
2017-10-24,44.72, -94.46, -214.39, 2.05, 1.82, 7.53, suppl,
2017-10-25,44.62, -95.78, -204.71, 2.02, 1.79, 7.47, suppl,
2017-10-26,45.35, -95.92, -206.78, 2.11, 1.87, 8.03, suppl,
2017-10-27,45.69, -97.16, -212.48, 2.11, 1.78, 7.63, suppl,
2017-10-28,45.14, -97.05, -209.79, 1.99, 1.75, 7.38, suppl,
2017-10-29,45.92, -98.24, -213.32, 1.87, 1.63, 7.3, suppf,
2017-10-30,47.22, -98.89, -215.17, 1.99, 1.73, 7.7, suppf,
2017-10-31,45.81, -99.16, -212.28, 1.64, 1.44, 6.39, suppf,
2017-11-01,45.96, -101.35, -215.74, 1.8, 1.57, 6.96, suppf,
2017-11-02,46.02, -100.68, -217.83, 1.82, 1.56, 7.07, suppf,
2017-11-03,46.48, -100.51, -217.50, 1.76, 1.53, 6.77, suppf,
2017-11-04,50.68, -101.49, -220.76, 1.94, 1.71, 7.63, suppf,
2017-11-05,46.89, -102.12, -217.59, 1.65, 1.42, 6.32, suppf,
2017-11-06,47.48, -103.33, -223.96, 1.65, 1.42, 6.32, suppf,
2017-11-07,47.93, -103.76, -231.02, 1.62, 1.36, 6.13, suppf,
2017-11-08,47.35, -103.72, -229.44, 1.62, 1.4, 6.27, suppf,
2017-11-09,47.48, -104.95, -226.73, 1.76, 1.51, 6.78, suppf,
2017-11-10,48.21, -104.89, -226.94, 1.66, 1.42, 6.36, suppf,
2017-11-11,49.49, -107.19, -229.85, 1.74, 1.52, 6.79, suppf,
2017-11-12,48.35, -106.24, -233.18, 1.63, 1.4, 6.26, final,
2017-11-13,49.92, -107.30, -232.33, 1.72, 1.46, 6.59, final,
2017-11-14,47.95, -106.51, -234.80, 1.78, 1.54, 6.81, final,
