PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, MIDB
Station name, Middle_Block    
Begin Date, 2017-01-28
End Date, 2018-01-23
Release Date, 2018-02-13
Source file, MIDB.pbo.nam08.pos
Offset from source file, -13.56 mm North, -26.55 mm East, 50.61 mm Vertical
Reference position, 42.6142630913 North Latitude, -114.8942051583 East Longitude, 1015.85834 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-04-14,-15.50, -28.69, 54.35, 1.94, 1.64, 6.4, suppl,
2017-04-15,-14.20, -28.46, 47.50, 1.87, 1.59, 6.14, suppl,
2017-04-16,-13.63, -27.80, 48.96, 1.83, 1.56, 5.95, suppf,
2017-04-17,-13.96, -26.01, 54.66, 2.28, 2.02, 7.71, suppf,
2017-07-07,-36.57, -90.51, 56.32, 2.76, 2.31, 9.48, suppf,
2017-07-08,-36.81, -90.41, 61.70, 2.59, 2.19, 8.82, suppf,
2017-07-10,-37.77, -91.07, 60.67, 2.52, 2.13, 8.68, suppf,
2017-07-11,-38.56, -90.90, 76.56, 2.03, 1.71, 6.7, suppf,
2017-07-12,-38.70, -92.18, 68.37, 2.07, 1.74, 6.81, suppf,
2017-07-15,-40.94, -93.72, 62.48, 3.27, 2.77, 11.48, suppf,
2017-07-16,-40.55, -95.00, 67.11, 2.14, 1.78, 7.09, suppf,
2017-07-17,-40.81, -95.27, 72.39, 2.03, 1.68, 6.68, suppf,
2017-07-18,-41.72, -95.42, 69.09, 2.07, 1.71, 6.79, suppf,
2017-07-22,-38.08, -97.61, 55.49, 2.95, 2.65, 10.34, suppf,
2017-07-23,-41.61, -99.02, 61.06, 2.3, 1.87, 7.49, suppf,
2017-07-27,-42.45, -101.25, 54.33, 2.71, 2.33, 9.19, suppf,
2017-07-28,-42.21, -101.32, 63.36, 2.11, 1.74, 6.85, suppf,
2017-07-29,-42.26, -100.95, 70.67, 2.13, 1.75, 6.93, suppf,
2017-07-30,-45.05, -102.30, 65.66, 4.47, 3.53, 13.79, suppf,
2017-08-06,-47.72, -100.00, 74.54, 6.05, 6.18, 22.04, suppf,
2017-08-08,-47.21, -106.87, 63.72, 4.83, 4.28, 15.97, suppf,
2017-08-09,-43.27, -104.97, 57.97, 4.39, 3.82, 15.45, suppf,
2017-08-10,-46.30, -107.07, 67.24, 2.64, 2.36, 9.31, suppf,
2017-08-11,-45.91, -108.45, 69.11, 2.28, 1.88, 7.51, suppf,
2017-08-12,-44.88, -107.34, 66.68, 2.14, 1.8, 6.98, suppf,
2017-08-13,-46.29, -109.00, 73.23, 2.06, 1.73, 6.71, suppl,
2017-08-14,-45.80, -108.09, 72.86, 2.03, 1.71, 6.65, suppl,
2017-08-15,-46.50, -108.62, 74.84, 2.02, 1.7, 6.63, suppl,
2017-08-16,-45.86, -108.60, 75.74, 1.96, 1.66, 6.45, suppl,
2017-08-17,-46.62, -110.20, 70.29, 1.99, 1.69, 6.54, suppl,
2017-08-18,-47.68, -110.60, 70.37, 2.02, 1.7, 6.62, suppl,
2017-08-19,-46.12, -110.09, 70.12, 1.92, 1.62, 6.26, suppl,
2017-08-20,-46.26, -111.07, 68.26, 2.01, 1.7, 6.7, suppl,
2017-08-21,-46.13, -109.92, 69.60, 2.12, 1.77, 7.08, suppl,
2017-08-22,-46.55, -109.66, 69.24, 2.04, 1.69, 6.73, suppl,
2017-08-23,-47.39, -110.88, 65.72, 2.12, 1.76, 7.07, suppl,
2017-08-24,-46.20, -110.94, 71.93, 2.11, 1.77, 6.99, suppl,
2017-08-25,-46.91, -110.85, 72.77, 2.08, 1.71, 6.86, suppl,
2017-08-26,-46.47, -111.67, 72.28, 2, 1.68, 6.69, suppl,
2017-08-27,-43.72, -113.91, 62.64, 4.45, 3.84, 15.52, suppl,
2017-08-28,-43.27, -113.88, 57.29, 4.76, 4.05, 18.99, suppl,
2017-09-02,-43.09, -116.90, 34.51, 6.34, 6.19, 32.49, suppl,
2017-09-03,-45.09, -116.67, 54.77, 5.22, 5, 20.79, suppl,
2017-09-06,-44.45, -113.91, 27.30, 5.22, 5.02, 22.41, suppl,
2017-09-10,-48.29, -113.70, 70.02, 3.52, 2.88, 12.3, suppl,
2017-09-11,-49.20, -114.78, 75.52, 1.92, 1.6, 6.17, suppl,
2017-09-12,-48.70, -115.20, 74.06, 1.98, 1.67, 6.47, suppl,
2017-09-13,-49.29, -115.96, 81.48, 2.01, 1.67, 6.39, suppl,
2017-09-14,-50.04, -115.52, 81.18, 2.11, 1.73, 6.74, suppl,
2017-09-15,-49.53, -116.30, 76.93, 2.04, 1.69, 6.56, suppl,
2017-09-16,-48.94, -116.65, 76.56, 1.92, 1.62, 6.19, suppl,
2017-09-17,-50.11, -116.13, 77.47, 1.86, 1.57, 5.98, suppl,
2017-09-18,-50.54, -117.04, 83.98, 1.92, 1.65, 6.12, suppl,
2017-09-19,-51.39, -118.89, 84.25, 1.94, 1.65, 6.25, suppl,
2017-09-20,-50.68, -116.88, 86.09, 1.93, 1.64, 6.27, suppl,
2017-09-21,-50.93, -118.35, 85.90, 1.92, 1.63, 6.25, suppl,
2017-09-22,-50.47, -118.08, 78.51, 1.84, 1.58, 6.03, suppl,
2017-09-23,-51.13, -118.30, 79.14, 1.83, 1.58, 6, suppl,
2017-09-24,-50.86, -119.22, 79.09, 1.83, 1.6, 5.93, suppl,
2017-09-25,-51.69, -119.24, 80.21, 1.87, 1.63, 6.06, suppl,
2017-09-26,-51.19, -119.43, 80.19, 1.8, 1.58, 5.83, suppl,
2017-09-27,-51.33, -119.57, 77.76, 1.87, 1.63, 6.08, suppl,
2017-09-28,-48.99, -120.56, 71.67, 1.85, 1.61, 5.94, suppl,
2017-09-29,-51.81, -120.26, 74.67, 1.87, 1.63, 6.06, suppl,
2017-09-30,-52.97, -121.57, 77.84, 2.02, 1.75, 6.47, suppl,
2017-10-01,-52.59, -123.04, 75.67, 1.92, 1.65, 6.22, suppl,
2017-10-02,-53.07, -123.04, 81.69, 1.84, 1.6, 5.97, suppl,
2017-10-03,-52.16, -122.46, 74.49, 1.89, 1.63, 6.05, suppl,
2017-10-04,-53.06, -123.52, 73.26, 1.94, 1.65, 6.24, suppl,
2017-10-05,-52.68, -124.35, 75.15, 1.85, 1.6, 5.94, suppl,
2017-10-06,-53.58, -125.79, 74.19, 1.89, 1.62, 6.05, suppl,
2017-10-07,-54.42, -125.70, 86.41, 1.92, 1.65, 6.21, suppl,
2017-10-08,-53.74, -126.08, 80.55, 1.96, 1.68, 6.43, suppl,
2017-10-09,-53.58, -126.25, 74.31, 1.83, 1.58, 5.91, suppl,
2017-10-10,-54.28, -126.52, 73.70, 1.83, 1.58, 5.98, suppl,
2017-10-11,-55.01, -127.48, 75.92, 1.87, 1.61, 6.09, suppl,
2017-10-12,-54.18, -129.23, 70.04, 1.91, 1.64, 6.17, suppl,
2017-10-13,-54.96, -129.64, 72.76, 1.87, 1.62, 6.12, suppl,
2017-10-14,-54.13, -132.74, 64.84, 2.35, 2.02, 7.87, suppl,
2017-10-23,-57.52, -139.65, 59.70, 1.87, 1.65, 5.99, suppl,
2017-10-24,-57.56, -139.79, 64.27, 1.82, 1.61, 5.85, suppl,
2017-10-25,-58.44, -140.01, 72.28, 1.84, 1.61, 5.96, suppl,
2017-10-26,-58.23, -141.11, 72.04, 1.9, 1.64, 6.25, suppl,
2017-10-27,-58.46, -142.02, 67.75, 1.86, 1.55, 5.88, suppl,
2017-10-28,-59.33, -142.71, 69.28, 1.78, 1.54, 5.79, suppl,
2017-10-29,-59.49, -144.53, 73.67, 1.63, 1.39, 5.5, suppf,
2017-10-30,-59.42, -146.51, 69.54, 1.72, 1.46, 5.87, suppf,
2017-10-31,-60.08, -146.10, 72.89, 1.64, 1.4, 5.59, suppf,
2017-11-01,-60.51, -149.22, 69.06, 1.67, 1.43, 5.73, suppf,
2017-11-02,-61.18, -148.42, 72.05, 1.74, 1.45, 5.83, suppf,
2017-11-03,-60.81, -148.49, 70.61, 1.7, 1.44, 5.78, suppf,
2017-11-04,-58.74, -150.69, 75.81, 1.79, 1.5, 6.01, suppf,
2017-11-05,-62.31, -151.34, 77.40, 1.69, 1.42, 5.67, suppf,
2017-11-06,-61.99, -152.68, 72.35, 1.7, 1.43, 5.74, suppf,
2017-11-07,-62.13, -153.07, 66.87, 1.63, 1.34, 5.47, suppf,
2017-11-08,-62.73, -153.36, 68.35, 1.65, 1.38, 5.55, suppf,
2017-11-09,-63.87, -155.43, 69.05, 1.82, 1.5, 6.14, suppf,
2017-11-10,-64.46, -155.67, 73.77, 1.75, 1.45, 5.86, suppf,
2017-11-11,-63.91, -157.49, 74.30, 1.73, 1.46, 5.82, suppf,
2017-11-12,-64.75, -157.33, 70.78, 1.65, 1.38, 5.53, final,
2017-11-13,-63.50, -158.35, 69.59, 1.72, 1.42, 5.8, final,
2017-11-14,-65.64, -158.54, 69.52, 1.83, 1.54, 6.21, final,
2018-01-21,-75.65, -191.21, 70.88, 1.68, 1.37, 5.53, final,
2018-01-22,-76.29, -190.82, 68.26, 1.7, 1.39, 5.64, final,
2018-01-23,-76.95, -190.47, 73.16, 1.84, 1.49, 6, final,
